pca_clusters6,Median length- mm,Median YOLKSAC BREADTH (mm),Median Yolk sac area(mm2),Median Eye area(mm2),Median YOLKSAC BREADTH Ratio,Median Yolk sac area Ratio,Median Eye area Ratio,principal component 1,principal component 2
0,3.6288461538461543,0.40730769230769237,0.1814615384615385,0.03615384615384616,0.11229860777043846,0.05003298553296025,0.009966157455248925,-0.2484175869418839,-0.002301033923657567
1,3.2242307692307697,0.4836153846153846,0.21223076923076922,0.03146153846153847,0.15003411821967022,0.06583311472320251,0.009759516592024635,0.15816190994309082,0.006633720542592605
2,3.3570499999999996,0.44125,0.19190000000000002,0.03290000000000001,0.13149146725969835,0.05719092818342997,0.009801024948644616,0.024146951822179994,-0.0033171148713446973
3,2.756,0.447,0.179,0.038,0.16219158200290276,0.06494920174165457,0.013788098693759071,0.6258072471508777,-0.01957140033414107
4,3.079,0.47200000000000003,0.2052857142857143,0.031142857142857142,0.15322935710012425,0.06664862382153068,0.010114566957139179,0.3031993819311088,-0.0015552686534480071
5,3.4747727272727276,0.4427272727272728,0.1953181818181818,0.03431818181818183,0.1274101454124594,0.056211160822803447,0.009877500984422779,-0.09353718891490587,0.0018398023767734132
