NaN,NaN,NaN,NaN,NaN,NaN
0.35362,1.3062,1.1908,1.2119,1.0822,1.3254
0.038368,0.84215,0.11955,0.039614,0.0312,0.026916
0.038706,0.6266,0.12347,0.034882,0.031588,0.027879
0.036895,0.32934,0.11731,0.032784,0.031592,0.028458
0.041772,0.25801,0.10586,0.031495,0.032028,0.030054
0.037604,0.31857,0.095005,0.03086,0.031777,0.028778
0.036702,0.20286,0.087236,0.030331,0.031083,0.029883
0.036835,0.15665,0.079248,0.029286,0.031052,0.029524
0.036911,0.13291,0.076084,0.028984,0.031118,0.029667
0.036287,0.12187,0.0742,0.028905,0.031422,0.029932
0.039806,0.10318,0.072777,0.028252,0.031996,0.029713
0.037759,0.10254,0.07213,0.029857,0.031857,0.029247
0.036543,0.089687,0.065913,0.030399,0.030968,0.028891
0.037312,0.076257,0.056424,0.028999,0.031901,0.02957
0.037266,0.06572,0.051043,0.029249,0.031892,0.029405
0.037139,0.05614,0.046313,0.029333,0.030446,0.02997
0.036109,0.051501,0.041544,0.0291,0.030929,0.030471
0.041359,0.046139,0.039687,0.029089,0.030866,0.029845
0.037574,0.041066,0.038325,0.028235,0.03027,0.028796
0.036418,0.041665,0.036286,0.029847,0.031067,0.028579
0.037541,0.041537,0.03513,0.029781,0.031263,0.028999
0.037669,0.03822,0.033541,0.028491,0.030913,0.029275
0.036359,0.037205,0.032459,0.028386,0.030963,0.029947
0.038153,0.036508,0.031416,0.028115,0.031139,0.029994
0.040556,0.034979,0.030339,0.026827,0.031534,0.028453
0.037002,0.036884,0.030174,0.027658,0.030936,0.029487
0.037135,0.036477,0.029383,0.027939,0.030407,0.028775
0.037886,0.034672,0.029228,0.029222,0.030826,0.029275
0.03752,0.033474,0.028613,0.028812,0.03115,0.028432
0.03582,0.031798,0.028324,0.029871,0.030643,0.027932
0.040268,0.032607,0.028031,0.028765,0.030003,0.028281
0.039162,0.030681,0.028275,0.029286,0.030476,0.029613
0.037155,0.03412,0.02827,0.028564,0.030921,0.029182
0.035846,0.034933,0.027719,0.02908,0.030249,0.029219
0.037811,0.033094,0.027352,0.028862,0.030759,0.028866
0.036657,0.033227,0.027388,0.029823,0.030754,0.028997
0.038804,0.0325,0.027542,0.030132,0.030608,0.030746
0.039897,0.032399,0.027635,0.029927,0.031481,0.029724
0.035779,0.031425,0.027131,0.029348,0.031037,0.028883
0.036454,0.035442,0.026988,0.028518,0.030613,0.029298
0.037676,0.035134,0.026617,0.02916,0.030215,0.028682
0.037335,0.03429,0.026458,0.029185,0.030685,0.029134
0.035141,0.03003,0.026697,0.029208,0.031216,0.030164
0.040072,0.029592,0.026811,0.02955,0.031166,0.028449
0.036762,0.028685,0.026389,0.029427,0.030424,0.029002
0.035615,0.031061,0.026697,0.030415,0.030783,0.029087
0.035969,0.033109,0.026672,0.029202,0.031842,0.029294
0.037433,0.032397,0.026243,0.028723,0.031422,0.029241
0.036833,0.031315,0.026305,0.028992,0.031721,0.028523
0.037312,0.027644,0.02632,0.029209,0.03148,0.028236
0.041172,0.02814,0.025989,0.02907,0.030493,0.028303
0.036577,0.02832,0.026137,0.029696,0.031031,0.028466
0.037841,0.030157,0.026133,0.030127,0.030432,0.028648
0.035743,0.031683,0.026172,0.029804,0.030846,0.029378
0.037025,0.029564,0.026151,0.029323,0.030895,0.029072
0.035926,0.03083,0.026211,0.028979,0.03098,0.028813
0.038894,0.030176,0.025445,0.028506,0.030521,0.028307
0.039347,0.030111,0.02552,0.029035,0.031784,0.02937
0.036073,0.027658,0.096106,0.029052,0.031725,0.030264
0.036675,0.030789,0.22776,0.029485,0.18439,0.028932
0.037205,0.030527,0.15083,0.029575,0.33764,0.02901
0.039228,0.032081,0.11224,0.029379,0.35056,0.030129
0.035999,0.029636,0.07737,0.02962,0.45288,0.02931
0.040877,0.029623,0.084569,0.029099,0.53912,0.029481
0.036471,0.029451,0.093843,0.029177,0.49639,0.030144
0.036908,0.028399,0.094538,0.028526,0.3754,0.030742
0.036698,0.032349,0.091194,0.02934,0.19939,0.030722
0.037779,0.033507,0.09157,0.029581,0.15157,0.032572
0.037347,0.033541,0.081688,0.03018,0.1184,0.029639
0.039356,0.032685,0.077983,0.029722,0.091151,0.030024
0.039231,0.030585,0.073252,0.029095,0.074014,0.030191
0.036392,0.029093,0.068919,0.029144,0.060505,0.030654
0.03725,0.027793,0.064599,0.029233,0.054267,0.029844
0.036132,0.030466,0.058478,0.028844,0.052635,0.030411
0.037111,0.029722,0.051547,0.029768,0.05055,0.030474
0.037409,0.030055,0.04616,0.030454,0.050796,0.029011
0.041583,0.030123,0.041305,0.0295,0.051982,0.029018
0.038143,0.028754,0.0387,0.02865,0.04807,0.029255
0.036838,0.028506,0.037509,0.029237,0.043736,0.030619
0.036578,0.027596,0.037854,0.02816,0.04342,0.029508
0.037079,0.03227,0.036338,0.028808,0.041385,0.031131
0.037502,0.032543,0.034684,0.028964,0.039647,0.029132
0.037702,0.031358,0.03293,0.03021,0.039432,0.029179
0.040729,0.031139,0.032191,0.029988,0.038259,0.029286
0.036457,0.030998,0.032911,0.030159,0.0373,0.029575
0.037329,0.030217,0.037807,0.029143,0.036355,0.029799
0.036861,0.030535,0.03683,0.028609,0.034997,0.030862
0.037031,0.035285,0.033945,0.028812,0.037102,0.030004
0.036452,0.035142,0.032977,0.028928,0.036397,0.029298
0.040885,0.034182,0.031742,0.029964,0.035901,0.029496
0.038822,0.033889,0.030655,0.030253,0.03644,0.029707
0.035803,0.032067,0.030051,0.029868,0.035452,0.029464
0.035694,0.031777,0.029209,0.029944,0.036195,0.029958
0.037331,0.030352,0.028532,0.044585,0.034685,0.08084
0.038068,0.032557,0.02817,0.035584,0.035068,0.053713
0.036267,0.030051,0.02826,0.038109,0.03491,0.062233
0.040892,0.029605,0.16641,0.040131,0.033919,0.079204
0.037389,0.028776,0.278,0.039386,0.035884,0.080498
0.036552,0.028926,0.27785,0.042243,0.035892,0.027421
0.03634,0.029798,0.28544,0.030955,0.033908,0.027134
0.037553,0.028519,0.19441,0.030446,0.034218,0.026017
0.037014,0.031983,0.14713,0.030909,0.03414,0.025683
0.036244,0.030686,0.13956,0.029508,0.034504,0.026005
0.041116,0.030929,0.11456,0.029388,0.035519,0.025734
0.035583,0.029884,0.11068,0.029003,0.034955,0.025773
0.035953,0.027361,0.10862,0.029589,0.033173,0.027024
0.036089,0.027215,0.12343,0.02971,0.033425,0.026681
0.037469,0.027442,0.12784,0.030331,0.033501,0.025355
0.036617,0.031037,0.11748,0.02955,0.03369,0.025447
0.038269,0.029811,0.11153,0.028765,0.035077,0.026106
0.03999,0.02812,0.11198,0.028545,0.034887,0.025996
0.036632,0.029545,0.10659,0.028352,0.034482,0.026156
0.035935,0.027158,0.096429,0.029181,0.035343,0.026022
0.036261,0.027933,0.090347,0.029594,0.034209,0.025389
0.036724,0.029212,0.084458,0.029824,0.03462,0.025385
0.036616,0.031009,0.084695,0.029523,0.034124,0.026043
0.040462,0.03233,0.076786,0.029078,0.034039,0.025867
0.037085,0.032065,0.073181,0.028399,0.033806,0.026175
0.036298,0.030236,0.074139,0.02892,0.033842,0.026881
0.036397,0.029626,0.067443,0.029718,0.034565,0.025845
0.037326,0.028517,0.066044,0.02968,0.034075,0.025355
0.036577,0.03247,0.061729,0.029954,0.034046,0.025963
0.036291,0.032483,0.060685,0.030034,0.034595,0.026123
0.039911,0.029696,0.056125,0.029323,0.035112,0.026014
0.037095,0.030857,0.053945,0.028578,0.034851,0.027114
0.036295,0.030523,0.050248,0.029343,0.034941,0.025413
0.036655,0.030279,0.049137,0.029032,0.034535,0.025666
0.0371,0.028992,0.047963,0.029626,0.034039,0.025654
0.035859,0.031928,0.047349,0.030017,0.03302,0.025796
0.040337,0.031915,0.045773,0.029765,0.034671,0.025562
0.037759,0.030592,0.043706,0.02997,0.033751,0.026815
0.036516,0.031217,0.042547,0.029221,0.034914,0.026209
0.036741,0.029384,0.040987,0.029071,0.033208,0.025898
0.036573,0.027239,0.040211,0.028676,0.034063,0.025396
0.037683,0.026884,0.04035,0.029443,0.034139,0.02607
0.035754,0.03173,0.14937,0.02953,0.033741,0.026501
0.040979,0.03166,0.33636,0.029726,0.033747,0.026079
0.036784,0.031456,0.30773,0.030369,0.034052,0.026066
0.036482,0.0295,0.14222,0.029623,0.032928,0.025295
0.036499,0.027248,0.13649,0.029057,0.032689,0.025383
0.035995,0.028069,0.11721,0.028949,0.033733,0.025684
0.036428,0.028198,0.11738,0.028652,0.033386,0.025846
0.038415,0.032598,0.11239,0.029045,0.033844,0.026064
0.039676,0.031923,0.1066,0.028548,0.032992,0.026873
0.035991,0.030654,0.095832,0.029851,0.033275,0.025922
0.036002,0.028355,0.091743,0.029714,0.034433,0.025271
0.035541,0.027127,0.086303,0.029455,0.034006,0.025395
0.036426,0.027016,0.081581,0.028543,0.033987,0.025667
0.035724,0.028427,0.075741,0.028504,0.033996,0.025813
0.04148,0.031589,0.072885,0.028557,0.034283,0.026744
0.038842,0.031799,0.071618,0.029256,0.033122,0.025701
0.037342,0.031195,0.066568,0.02993,0.034037,0.025368
0.036394,0.029939,0.060607,0.029863,0.033138,0.025098
0.036847,0.029961,0.054468,0.029902,0.033853,0.02626
0.035912,0.030193,0.049632,0.029423,0.033443,0.025941
0.038135,0.031555,0.044838,0.028694,0.034386,0.026269
0.039485,0.032188,0.041138,0.028445,0.034407,0.02609
0.036047,0.030684,0.038791,0.028939,0.03438,0.02507
0.036944,0.030403,0.036093,0.028979,0.034633,0.025447
0.036507,0.028064,0.035107,0.028864,0.034126,0.025654
0.036884,0.028369,0.032964,0.029696,0.032898,0.025944
0.036769,0.026467,0.032474,0.029727,0.033422,0.026053
0.040125,0.028667,0.031421,0.028782,0.032844,0.026265
0.037483,0.029508,0.03078,0.028504,0.032484,0.025606
0.037085,0.027725,0.029845,0.027847,0.033535,0.025381
0.036777,0.029584,0.029341,0.028167,0.033893,0.025789
0.037573,0.027202,0.029126,0.029053,0.033579,0.025854
0.037394,0.027623,0.028891,0.029446,0.034816,0.026342
0.039012,0.028266,0.02875,0.029739,0.034116,0.026634
0.038337,0.029733,0.027896,0.029216,0.033688,0.025702
0.036738,0.030853,0.027944,0.028297,0.033679,0.025522
0.036831,0.031765,0.027567,0.028401,0.033548,0.025392
0.03718,0.032298,0.02753,0.029031,0.03303,0.025922
0.037301,0.030596,0.060229,0.028522,0.033416,0.026159
0.037644,0.029881,0.25652,0.029814,0.033535,0.026695
0.040418,0.030187,0.28933,0.029423,0.033442,0.026373
0.036753,0.030123,0.29438,0.029662,0.033317,0.025799
0.037018,0.033875,0.24411,0.028861,0.034191,0.025742
0.035711,0.033409,0.1508,0.028304,0.034347,0.025679
0.036384,0.033201,0.14938,0.028184,0.034568,0.026793
0.035879,0.030266,0.12421,0.028406,0.033324,0.026437
0.037601,0.030257,0.1139,0.02893,0.03406,0.02681
0.039802,0.031215,0.11158,0.029395,0.033082,0.025425
0.035792,0.030883,0.11156,0.02973,0.033151,0.025929
0.036139,0.033508,0.10541,0.030091,0.03343,0.025555
0.036042,0.033217,0.10719,0.029149,0.033071,0.025732
0.037729,0.032774,0.11381,0.028848,0.033721,0.026056
0.036577,0.031602,0.1073,0.028778,0.033503,0.026327
0.040414,0.029876,0.10054,0.029116,0.033369,0.025482
0.037528,0.029276,0.097006,0.028579,0.033206,0.02568
