NaN,NaN,NaN,NaN
0.24188,1.322,1.1791,1.1975
0.015185,0.019651,0.013481,0.014208
0.015061,0.019377,0.013876,0.013977
0.014701,0.020085,0.013827,0.013882
0.014491,0.019871,0.013904,0.0133
0.014353,0.019793,0.014234,0.012688
0.014135,0.01936,0.014167,0.012449
0.014018,0.019654,0.013903,0.012074
0.01395,0.019267,0.013905,0.011919
0.0145,0.018668,0.013652,0.011958
0.014604,0.018217,0.013386,0.012007
0.014952,0.017986,0.013487,0.012109
0.015152,0.018218,0.014081,0.012075
0.014806,0.017983,0.013404,0.01242
0.014274,0.018601,0.014106,0.027892
0.014583,0.018007,0.013978,0.021739
0.014656,0.017279,0.013823,0.07251
0.014455,0.016979,0.013705,0.13192
0.014561,0.016848,0.013819,0.15492
0.014409,0.01629,0.013897,0.17221
0.014213,0.016136,0.013589,0.14458
0.015063,0.015669,0.01402,0.095495
0.015481,0.015254,0.014098,0.10781
0.015352,0.015176,0.013696,0.092956
0.015384,0.015215,0.014142,0.091519
0.015333,0.015464,0.014414,0.085239
0.015306,0.014907,0.014637,0.069989
0.015213,0.014797,0.014,0.048378
0.015461,0.014419,0.013978,0.03712
0.015335,0.014376,0.013829,0.033353
0.014718,0.013978,0.013162,0.03214
0.015256,0.014059,0.013796,0.032473
0.015421,0.013832,0.013963,0.032908
0.015914,0.01392,0.013589,0.03331
0.015597,0.014149,0.013928,0.033264
0.015681,0.014314,0.0146,0.031703
0.015906,0.014033,0.014251,0.029642
0.015429,0.013766,0.014036,0.027041
0.015521,0.0135,0.013616,0.025314
0.015089,0.013473,0.013486,0.024604
0.015072,0.013215,0.013403,0.022683
0.014259,0.013434,0.014014,0.020425
0.01512,0.012816,0.013327,0.018938
0.017744,0.013552,0.013816,0.018224
0.014292,0.01302,0.014317,0.017268
0.01472,0.013442,0.014625,0.016789
0.015611,0.013226,0.013794,0.016414
0.015771,0.013148,0.013815,0.015357
0.016145,0.012884,0.013678,0.014785
0.015988,0.013146,0.012932,0.014153
0.015742,0.012748,0.013659,0.014536
0.015616,0.012627,0.01414,0.014743
0.015552,0.012935,0.013238,0.014098
0.015523,0.012442,0.014047,0.013028
0.015025,0.01267,0.014017,0.012807
0.015012,0.01267,0.014108,0.012551
0.01486,0.012644,0.013925,0.012217
0.015067,0.012488,0.014039,0.011901
0.023534,0.016313,0.014815,0.01535
0.016159,0.012142,0.01426,0.011407
0.016205,0.012271,0.014252,0.011296
0.015179,0.012294,0.013757,0.011099
0.018138,0.01199,0.014239,0.011446
0.036406,0.063778,0.014168,0.011289
0.096698,0.19447,0.013967,0.011649
0.19763,0.29725,0.013601,0.012611
0.3393,0.35484,0.013427,0.012461
0.27577,0.19088,0.013216,0.011937
0.20019,0.22374,0.013253,0.01185
0.21612,0.39777,0.013947,0.012015
0.16785,0.34169,0.013863,0.012286
0.11986,0.27448,0.013796,0.012196
0.087441,0.17646,0.014238,0.011978
0.067638,0.12099,0.013769,0.012115
0.05769,0.1382,0.013604,0.012202
0.050447,0.14342,0.013494,0.011858
0.051446,0.1062,0.013393,0.01178
0.047424,0.085367,0.013284,0.011865
0.046978,0.068199,0.013825,0.012083
0.043679,0.052218,0.014515,0.012889
0.040775,0.041922,0.01347,0.014101
0.041139,0.035935,0.014162,0.014573
0.0382,0.032907,0.014289,0.013199
0.036011,0.029352,0.013967,0.012406
0.034685,0.028604,0.013787,0.01251
0.032007,0.027382,0.013998,0.014344
0.03187,0.025239,0.013508,0.031327
0.027967,0.024079,0.013524,0.128
0.027388,0.022688,0.014061,0.18629
0.025711,0.021929,0.014126,0.21176
0.02477,0.021369,0.013649,0.15848
0.024697,0.020831,0.014111,0.089532
0.024653,0.019945,0.015954,0.088964
0.025111,0.019333,0.077866,0.078699
0.024302,0.019097,0.1523,0.071776
0.023691,0.018977,0.21992,0.04983
0.022597,0.018053,0.14197,0.040442
0.021069,0.017814,0.08298,0.03662
0.020695,0.017752,0.12958,0.034139
0.021532,0.016992,0.33556,0.032395
0.019728,0.018602,0.26238,0.031006
0.019051,0.017158,0.23265,0.031719
0.019145,0.016797,0.16278,0.036147
0.018735,0.016716,0.10677,0.033814
0.018925,0.016287,0.13001,0.093127
0.017907,0.01628,0.088581,0.19494
0.017702,0.016264,0.14552,0.19838
0.016694,0.015415,0.29166,0.13686
0.016316,0.014809,0.18987,0.092245
0.015968,0.015314,0.21359,0.088647
0.015866,0.016546,0.27239,0.1724
0.016105,0.015489,0.20746,0.21347
0.01527,0.014753,0.12258,0.15827
0.014203,0.014776,0.2137,0.17774
0.013573,0.01519,0.21385,0.16094
0.013362,0.014911,0.21318,0.12032
0.01308,0.014856,0.25229,0.074448
0.013162,0.014196,0.30482,0.072003
0.012655,0.013719,0.17239,0.078689
0.012296,0.013593,0.094493,0.07036
0.012155,0.014137,0.082007,0.075482
0.011961,0.013898,0.081112,0.072796
0.012379,0.013481,0.068496,0.061897
0.011978,0.0138,0.058842,0.048131
0.011829,0.014023,0.060159,0.039335
0.011474,0.013802,0.055796,0.035699
0.011529,0.013993,0.05404,0.030666
0.01096,0.013146,0.047021,0.027228
0.010693,0.013281,0.036527,0.066812
0.010593,0.013123,0.030702,0.12041
0.010177,0.013025,0.026721,0.15103
0.0098137,0.01298,0.024498,0.17147
0.0097163,0.012809,0.023111,0.15221
0.0095142,0.013177,0.021736,0.098981
0.0091851,0.013008,0.021184,0.10791
0.008647,0.013249,0.020377,0.10744
0.008169,0.013436,0.019729,0.088016
0.0079487,0.01248,0.01958,0.061793
0.0078763,0.01226,0.018872,0.048816
