NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.36838,1.1496,1.2121,1.1869,1.2818,1.2489,1.2152,1.3324,1.2667,1.3962,1.2787
0.042907,0.040236,0.028334,0.024065,0.081656,0.036116,0.04039,0.027593,0.024767,0.027976,0.024245
0.042298,0.036848,0.028031,0.023932,0.064737,0.035784,0.04033,0.027474,0.025426,0.027647,0.024062
0.045984,0.040618,0.028691,0.02385,0.60957,0.035197,0.038721,0.027973,0.025492,0.027475,0.023466
0.043855,0.039541,0.029661,0.023933,0.33576,0.034481,0.040073,0.027776,0.029058,0.027301,0.024275
0.044986,0.040747,0.028354,0.023784,0.37532,0.03508,0.042113,0.028305,0.028505,0.027211,0.023853
0.042409,0.041139,0.028476,0.023962,0.41648,0.034391,0.041964,0.026338,0.027148,0.027286,0.025233
0.041411,0.039519,0.028588,0.023953,0.293,0.03359,0.03978,0.027324,0.027558,0.02657,0.023907
0.042247,0.038133,0.028367,0.023937,0.34108,0.033387,0.039395,0.026767,0.025971,0.026504,0.023895
0.04595,0.039285,0.028337,0.023852,0.37425,0.033293,0.039126,0.028437,0.025521,0.026098,0.024311
0.044119,0.036427,0.028175,0.023985,0.27818,0.033223,0.04053,0.028198,0.02571,0.025988,0.024231
0.042759,0.04053,0.028169,0.024057,0.10334,0.033215,0.041124,0.02849,0.025315,0.026174,0.023456
0.042278,0.039942,0.027906,0.023941,0.081145,0.032873,0.040593,0.0269,0.025192,0.025568,0.024022
0.042893,0.039536,0.028054,0.024103,0.067942,0.033084,0.039049,0.028969,0.025174,0.025592,0.023529
0.044905,0.038312,0.027747,0.023858,0.062903,0.033134,0.03875,0.027713,0.025531,0.02543,0.025253
0.043291,0.041722,0.027822,0.024016,0.055531,0.032755,0.039884,0.0285,0.025797,0.025338,0.023669
0.0457,0.037389,0.027688,0.023687,0.052179,0.032012,0.0415,0.028799,0.025258,0.025004,0.023758
0.041745,0.041054,0.02776,0.023943,0.04894,0.032878,0.040609,0.028064,0.025477,0.025096,0.024246
0.041481,0.040757,0.027906,0.023856,0.046193,0.032471,0.039371,0.027322,0.025211,0.024728,0.023911
0.041898,0.040393,0.027617,0.023786,0.04435,0.032888,0.039881,0.029517,0.025709,0.024682,0.023837
0.046459,0.038832,0.028986,0.023901,0.042769,0.032769,0.038953,0.027468,0.025241,0.024908,0.023664
0.04223,0.038179,0.028823,0.02402,0.042206,0.031797,0.039734,0.027901,0.025354,0.024693,0.023887
0.043766,0.039092,0.027738,0.023977,0.042109,0.032396,0.039664,0.029175,0.026177,0.024815,0.025127
0.04344,0.040357,0.028074,0.023799,0.041848,0.032638,0.039843,0.027693,0.025578,0.024697,0.024057
0.042882,0.040803,0.028084,0.023953,0.040007,0.032728,0.038724,0.026883,0.025165,0.024733,0.023764
0.043758,0.039999,0.028104,0.02418,0.040191,0.032952,0.038507,0.028052,0.025072,0.024455,0.024076
0.043742,0.038639,0.027979,0.024058,0.039159,0.032148,0.039395,0.027606,0.025148,0.024594,0.024274
0.04635,0.036232,0.028036,0.024131,0.039707,0.032174,0.040046,0.027237,0.024671,0.024499,0.023952
0.041702,0.040039,0.027695,0.02385,0.040447,0.032311,0.040178,0.028733,0.025179,0.024412,0.023833
0.043371,0.040117,0.046291,0.02414,0.041801,0.032197,0.039799,0.0273,0.02516,0.024458,0.023638
0.042838,0.040927,0.10343,0.023908,0.041536,0.033113,0.038521,0.027062,0.025753,0.024429,0.024562
0.046042,0.040885,0.30876,0.023946,0.041543,0.032831,0.038325,0.027344,0.025887,0.024146,0.024377
0.045323,0.039734,0.78942,0.023798,0.041614,0.033586,0.041366,0.02782,0.025164,0.024324,0.023779
0.044454,0.03694,0.37677,0.023939,0.043433,0.03234,0.040702,0.028172,0.025577,0.024375,0.024244
0.0417,0.040743,0.28964,0.02379,0.044274,0.031393,0.039171,0.028852,0.025198,0.024484,0.024266
0.04173,0.03729,0.37267,0.023797,0.043968,0.031963,0.039736,0.027075,0.025198,0.02419,0.023964
0.043739,0.03927,0.25279,0.023922,0.043203,0.03302,0.039475,0.027957,0.025854,0.024479,0.023826
0.044389,0.040614,0.21582,0.023942,0.0415,0.031869,0.040973,0.026327,0.026003,0.023854,0.023658
0.044797,0.039915,0.19611,0.023891,0.038954,0.032594,0.040834,0.02731,0.025339,0.023972,0.024659
0.044278,0.037559,0.17075,0.023931,0.03967,0.031758,0.041463,0.028071,0.02556,0.024292,0.024528
0.043723,0.040608,0.14447,0.024192,0.037622,0.031878,0.03965,0.02803,0.025447,0.024141,0.023984
0.042938,0.038712,0.12859,0.024105,0.037756,0.032599,0.03812,0.026425,0.025693,0.023925,0.024354
0.044012,0.14185,0.11119,0.023803,0.037395,0.03174,0.039175,0.02758,0.025453,0.024296,0.02459
0.043768,0.44745,0.098132,0.023975,0.037504,0.032446,0.040371,0.027112,0.025725,0.023955,0.023953
0.045542,0.36807,0.083246,0.023801,0.036774,0.032284,0.040387,0.027538,0.025291,0.024548,0.023802
0.042403,0.31056,0.077697,0.023788,0.037476,0.030986,0.041437,0.027968,0.025299,0.024775,0.023533
0.042139,0.42764,0.073755,0.023619,0.036658,0.031575,0.038259,0.026773,0.025722,0.024144,0.024669
0.042274,0.40786,0.071343,0.023944,0.036464,0.031533,0.038337,0.026091,0.025653,0.024385,0.024454
0.044721,0.33075,0.066861,0.023999,0.036758,0.031584,0.040198,0.0276,0.025428,0.024686,0.024167
0.042598,0.17812,0.062256,0.024042,0.037068,0.032086,0.041163,0.027233,0.025615,0.024063,0.024452
0.042922,0.127,0.059151,0.023814,0.038722,0.032334,0.040537,0.027065,0.025221,0.024116,0.037917
0.041829,0.10577,0.059016,0.023799,0.037304,0.032002,0.039573,0.028209,0.025687,0.024036,0.15437
0.041976,0.093562,0.05796,0.024268,0.038298,0.031216,0.038262,0.026719,0.025809,0.024102,0.28963
0.043193,0.44763,0.055125,0.026005,0.037534,0.031776,0.038143,0.026639,0.025475,0.024243,0.18794
0.044232,0.34465,0.05363,0.027036,0.037152,0.032405,0.039577,0.027394,0.025562,0.024228,0.16016
0.044478,0.49267,0.051412,0.024456,0.036812,0.032019,0.040258,0.028147,0.025697,0.023861,0.11093
0.042287,0.50399,0.049916,0.023956,0.037834,0.031443,0.039996,0.027443,0.024964,0.024227,0.092025
0.041387,0.41404,0.048951,0.026394,0.036901,0.031941,0.038202,0.028242,0.025362,0.023741,0.23473
0.042655,0.3409,0.047034,0.032335,0.03712,0.031595,0.04068,0.026526,0.025381,0.024021,0.17581
0.0455,0.26836,0.045453,0.048612,0.03667,0.030746,0.041412,0.026974,0.025126,0.024093,0.17344
0.044174,0.19913,0.043691,0.028246,0.036673,0.031425,0.041163,0.025876,0.025763,0.023996,0.11134
0.045158,0.14758,0.04297,0.024436,0.03685,0.03204,0.040195,0.027265,0.024966,0.091381,0.090026
0.041446,0.10974,0.042027,0.02574,0.036552,0.032339,0.040089,0.027944,0.025262,0.24046,0.071338
0.041167,0.09013,0.040222,0.024157,0.036061,0.032282,0.038863,0.027445,0.025067,0.25347,0.064629
0.041602,0.078978,0.039663,0.02457,0.036636,0.031334,0.039082,0.026332,0.025004,0.19854,0.05267
0.044981,0.06919,0.038925,0.035862,0.035737,0.031494,0.038876,0.028084,0.025577,0.078908,0.0605
0.045169,0.060506,0.038932,0.034219,0.034538,0.030984,0.040564,0.026186,0.025458,0.057457,0.037626
0.042485,0.056385,0.037702,0.036432,0.034084,0.031514,0.040588,0.026652,0.025461,0.055211,0.060292
0.041132,0.056422,0.037233,0.027613,0.033854,0.03232,0.040369,0.027983,0.02562,0.059606,0.033848
0.041745,0.058107,0.038203,0.03136,0.034353,0.031317,0.038139,0.026843,0.025896,0.060292,0.036027
0.044507,0.055435,0.037473,0.031764,0.035018,0.031347,0.040147,0.025279,0.025736,0.068847,0.041303
0.043787,0.05613,0.036658,0.02789,0.035832,0.032103,0.040555,0.027159,0.025791,0.068588,0.028924
0.045173,0.053991,0.035303,0.033849,0.034371,0.031213,0.041413,0.026139,0.025487,0.066226,0.042888
0.042213,0.053637,0.034409,0.039703,0.033943,0.031527,0.040127,0.025891,0.024838,0.06697,0.037734
0.042185,0.052634,0.034881,0.025045,0.033895,0.031481,0.037982,0.027358,0.025249,0.066945,0.025304
0.042431,0.053198,0.034496,0.024068,0.033747,0.032194,0.038872,0.025153,0.025622,0.060174,0.024935
0.045145,0.053397,0.034101,0.02413,0.034287,0.032536,0.040453,0.024596,0.025135,0.062823,0.025019
0.043118,0.053139,0.033218,0.023946,0.035293,0.031765,0.041347,0.025853,0.025281,0.064695,0.025351
0.043786,0.057622,0.033106,0.023723,0.034376,0.031545,0.040968,0.0257,0.025413,0.063312,0.024795
0.04136,0.059194,0.032586,0.023899,0.034686,0.031569,0.039489,0.025391,0.025772,0.064549,0.024428
0.041339,0.057184,0.032598,0.02402,0.035353,0.031261,0.038689,0.026001,0.025695,0.063284,0.024912
0.042823,0.055238,0.031984,0.024032,0.034783,0.031045,0.039439,0.024134,0.025628,0.059748,0.024664
0.046474,0.054381,0.031784,0.024078,0.034415,0.0318,0.040673,0.024751,0.025581,0.061256,0.024346
0.04494,0.054228,0.031229,0.023722,0.034467,0.031138,0.04004,0.024415,0.025337,0.059861,0.024436
0.042476,0.054532,0.031476,0.02368,0.034795,0.032019,0.03849,0.025283,0.02502,0.05778,0.024233
0.041493,0.055602,0.031465,0.023792,0.034816,0.032363,0.038796,0.025357,0.025286,0.05826,0.025087
0.041805,0.057093,0.032579,0.023886,0.034919,0.18162,0.040252,0.02533,0.024843,0.05333,0.024513
0.043929,0.059218,0.030785,0.024032,0.034509,0.24085,0.039156,0.02406,0.024917,0.051405,0.02414
0.043289,0.060255,0.031191,0.023923,0.033725,0.18618,0.039491,0.025203,0.025386,0.048017,0.024934
0.04525,0.060391,0.030833,0.023976,0.034302,0.2059,0.039906,0.023755,0.025583,0.044768,0.024725
0.042202,0.054949,0.030773,0.023914,0.034042,0.10868,0.038432,0.024462,0.025772,0.042277,0.024413
0.041655,0.051724,0.030994,0.023951,0.034102,0.090993,0.037799,0.023998,0.025038,0.039242,0.024156
0.041549,0.049591,0.030553,0.023613,0.035066,0.099564,0.03955,0.023845,0.024917,0.038709,0.024016
0.044287,0.052221,0.030802,0.024027,0.034189,0.14152,0.041124,0.022109,0.025548,0.037088,0.024351
0.043255,0.050906,0.030319,0.11592,0.034078,0.16563,0.040664,0.023883,0.025658,0.034995,0.025112
0.044801,0.048589,0.030695,0.35736,0.033182,0.13749,0.039751,0.022287,0.026092,0.033291,0.026211
0.041698,0.04779,0.0306,0.39558,0.032342,0.15906,0.039619,0.022946,0.026335,0.032087,0.027679
0.041526,0.046084,0.030239,0.42983,0.032378,0.10791,0.038463,0.02306,0.025081,0.031592,0.026611
0.042239,0.045572,0.030019,0.21965,0.033536,0.085635,0.040463,0.02314,0.025463,0.030805,0.024946
0.045639,0.047013,0.030131,0.27336,0.033739,0.072164,0.040906,0.02223,0.025349,0.03028,0.0309
0.043593,0.048015,0.030299,0.61062,0.033635,0.063562,0.039309,0.023422,0.025265,0.029382,0.034583
0.04366,0.047684,0.02975,0.44367,0.033713,0.054177,0.037727,0.023332,0.025439,0.029041,0.0266
0.042301,0.049144,0.030091,0.17558,0.033162,0.047533,0.038576,0.023459,0.025421,0.029124,0.025602
0.042396,0.047833,0.030355,0.088836,0.032319,0.04383,0.040281,0.02399,0.025692,0.028268,0.025497
0.045248,0.047948,0.029543,0.076263,0.032815,0.042206,0.040101,0.023102,0.02525,0.027743,0.024678
0.044472,0.045855,0.029267,0.072599,0.033073,0.041173,0.041079,0.023137,0.025202,0.027536,0.024977
0.046176,0.045653,0.029615,0.06591,0.034174,0.038842,0.039811,0.024479,0.02558,0.028321,0.02475
0.04105,0.045728,0.029657,0.060011,0.033203,0.037782,0.038508,0.024846,0.025345,0.027556,0.024418
0.042069,0.044651,0.029428,0.058384,0.033072,0.037118,0.040725,0.024996,0.025326,0.027203,0.024067
0.10699,0.043407,0.029033,0.051462,0.031338,0.037139,0.041833,0.026411,0.025831,0.026959,0.024384
0.36617,0.042771,0.029973,0.044708,0.03227,0.036682,0.041327,0.024341,0.025844,0.026406,0.024679
0.23299,0.043148,0.029653,0.038692,0.032193,0.035367,0.04186,0.02453,0.025608,0.026588,0.024265
0.22468,0.04455,0.029678,0.037976,0.032804,0.035009,0.038851,0.024519,0.025289,0.026841,0.024196
0.1719,0.042595,0.028952,0.037431,0.033011,0.034823,0.038453,0.025836,0.025231,0.026246,0.024239
0.35314,0.04303,0.028913,0.035675,0.033737,0.034603,0.040841,0.025421,0.025472,0.026166,0.023504
0.25228,0.042965,0.047128,0.033888,0.033593,0.036568,0.051672,0.026022,0.02553,0.026148,0.02402
0.2449,0.041923,0.045722,0.033712,0.03235,0.03511,0.050616,0.024154,0.025162,0.026161,0.023462
0.27932,0.043846,0.033535,0.031321,0.032443,0.033235,0.041517,0.0254,0.025163,0.025835,0.023684
0.22168,0.044318,0.028933,0.03107,0.033317,0.034741,0.039844,0.024422,0.025337,0.025787,0.024349
0.20016,0.042923,0.029294,0.029599,0.032954,0.033495,0.040774,0.025256,0.025135,0.025794,0.023844
0.18738,0.042941,0.028675,0.028125,0.033704,0.032954,0.039475,0.025741,0.025309,0.025585,0.023572
0.10864,0.041193,0.028392,0.027216,0.032819,0.032541,0.040662,0.025396,0.025559,0.025325,0.023923
0.085799,0.041358,0.028591,0.025953,0.034265,0.031814,0.040104,0.023519,0.025187,0.02525,0.02347
0.070854,0.042249,0.028468,0.025662,0.033585,0.032109,0.040993,0.02596,0.02518,0.025429,0.023926
0.06159,0.041721,0.028444,0.025668,0.03323,0.03213,0.039435,0.024581,0.025533,0.025307,0.023408
0.057246,0.041513,0.028299,0.025197,0.033916,0.032311,0.039491,0.025148,0.025706,0.025186,0.023201
0.054348,0.041516,0.02797,0.025386,0.034592,0.032194,0.040336,0.02496,0.025426,0.025154,0.023716
0.0538,0.042169,0.028141,0.025414,0.033603,0.031984,0.039578,0.023884,0.025089,0.024778,0.024004
0.052721,0.04204,0.028073,0.02489,0.033835,0.031575,0.03958,0.022922,0.025388,0.024942,0.023293
0.051365,0.042327,0.02783,0.0245,0.03235,0.031926,0.039772,0.023825,0.025404,0.0248,0.023879
0.049287,0.042868,0.027683,0.024168,0.032862,0.032109,0.03893,0.023276,0.025433,0.024844,0.023286
0.04878,0.043022,0.027875,0.024054,0.033304,0.032109,0.041686,0.023546,0.025515,0.025024,0.02327
0.047938,0.042496,0.027758,0.024131,0.033356,0.031477,0.040612,0.024092,0.025385,0.024312,0.023148
0.051396,0.042868,0.027568,0.024093,0.033751,0.031053,0.039398,0.023905,0.02546,0.024368,0.023193
0.051909,0.041769,0.028136,0.024493,0.033174,0.031095,0.03824,0.022897,0.025557,0.024732,0.023149
0.047975,0.042149,0.028674,0.024006,0.033471,0.030778,0.040006,0.022627,0.025568,0.024616,0.023947
0.046718,0.043218,0.028109,0.024088,0.033051,0.031953,0.041295,0.023678,0.025578,0.024489,0.023681
0.047358,0.043102,0.027855,0.023722,0.033782,0.031788,0.040005,0.023168,0.02522,0.024479,0.023567
0.047978,0.042278,0.027628,0.023477,0.033263,0.031314,0.039887,0.023853,0.025643,0.02449,0.023425
0.047372,0.041232,0.028033,0.02332,0.033438,0.031409,0.038741,0.023055,0.025825,0.024477,0.023171
0.051072,0.041466,0.027865,0.023658,0.033401,0.030666,0.03981,0.024401,0.025703,0.024443,0.02313
0.046598,0.040993,0.027823,0.023573,0.033784,0.031223,0.039143,0.022677,0.02627,0.024421,0.023113
0.046443,0.040888,0.027849,0.023362,0.033308,0.031362,0.041297,0.023428,0.025897,0.024372,0.022761
0.046201,0.041357,0.02759,0.023284,0.033229,0.031574,0.041481,0.023393,0.025828,0.024416,0.024064
0.048381,0.040935,0.027626,0.023318,0.032255,0.031627,0.038818,0.022757,0.025616,0.024407,0.023893
0.047888,0.040456,0.027414,0.023289,0.03219,0.031272,0.037487,0.021895,0.025572,0.024457,0.023041
0.047824,0.039447,0.027516,0.023258,0.033168,0.030853,0.039957,0.023384,0.025495,0.024281,0.02367
0.045447,0.038334,0.027239,0.023648,0.033236,0.031058,0.04041,0.022707,0.025404,0.024376,0.023223
0.045656,0.040454,0.027633,0.023348,0.033816,0.031306,0.039369,0.022741,0.026012,0.024332,0.022864
0.046083,0.040865,0.027461,0.02365,0.032259,0.032222,0.039834,0.0231,0.025888,0.024207,0.022794
