NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.42743,1.3576,1.2994,1.168,1.2909,1.3653,1.3249,1.4514,1.3513,1.3276,1.5541,1.3188,1.7242
0.037349,0.03488,0.021088,0.022215,0.020263,0.070347,0.072191,0.021221,0.0199,0.036734,0.0309,0.032846,0.020685
0.036155,0.03418,0.021198,0.022553,0.020143,0.061713,0.12838,0.02071,0.019957,0.033753,0.028151,0.033781,0.020418
0.035232,0.032739,0.021524,0.022914,0.020227,0.054648,0.081397,0.020613,0.019734,0.03266,0.026937,0.032025,0.02006
0.034566,0.032646,0.021634,0.023094,0.020285,0.04838,0.07705,0.020499,0.019659,0.030709,0.025814,0.031668,0.019658
0.034303,0.031753,0.021269,0.022788,0.020262,0.042319,0.087985,0.020513,0.019837,0.030433,0.025194,0.031494,0.020157
0.033553,0.032012,0.021354,0.022294,0.020061,0.039354,0.077179,0.020847,0.020106,0.032559,0.025789,0.030101,0.020243
0.032874,0.031207,0.021115,0.022439,0.020265,0.036952,0.088083,0.020712,0.019442,0.03704,0.024096,0.031829,0.019892
0.032026,0.030537,0.02134,0.022619,0.02005,0.035721,0.096497,0.020898,0.020035,0.03355,0.024406,0.032213,0.020234
0.030978,0.030772,0.021466,0.022488,0.020321,0.034282,0.090566,0.019875,0.01995,0.033501,0.025387,0.032875,0.019473
0.031007,0.03089,0.02154,0.022344,0.020264,0.033373,0.09571,0.02022,0.019822,0.031618,0.024367,0.031368,0.019902
0.030798,0.030674,0.021311,0.022661,0.020025,0.031646,0.099082,0.019602,0.019794,0.030862,0.024259,0.030983,0.019523
0.030381,0.030628,0.021393,0.022421,0.02021,0.030899,0.096298,0.019468,0.019696,0.028969,0.022561,0.030894,0.019459
0.030376,0.03116,0.021329,0.022013,0.019966,0.029759,0.095899,0.019074,0.019841,0.028093,0.022322,0.029925,0.019018
0.030664,0.032247,0.02127,0.022103,0.020155,0.029624,0.097429,0.019334,0.019939,0.029011,0.023151,0.031703,0.019268
0.030579,0.032457,0.02119,0.022042,0.02045,0.028713,0.11339,0.01903,0.019979,0.034934,0.022358,0.031722,0.019452
0.029003,0.032344,0.021111,0.022211,0.020108,0.02783,0.10704,0.019045,0.020082,0.031093,0.022224,0.031765,0.019345
0.028407,0.031558,0.02113,0.022387,0.020071,0.026738,0.10763,0.018636,0.019857,0.032613,0.022154,0.03103,0.019071
0.028621,0.031445,0.02109,0.022333,0.020208,0.026223,0.10921,0.018575,0.019655,0.031267,0.021383,0.030257,0.019134
0.028098,0.030923,0.02131,0.022147,0.020117,0.026072,0.11152,0.018771,0.019681,0.030233,0.021611,0.031132,0.019035
0.028016,0.029963,0.021278,0.021878,0.020259,0.026038,0.10594,0.018505,0.019643,0.030641,0.020464,0.030247,0.019034
0.028001,0.030062,0.021295,0.021938,0.020206,0.026154,0.10455,0.018331,0.019847,0.027573,0.020109,0.029994,0.019041
0.027671,0.02992,0.020879,0.022129,0.020188,0.02568,0.10895,0.018452,0.020025,0.028267,0.019766,0.031446,0.019142
0.028133,0.030377,0.021123,0.022063,0.020327,0.025802,0.11643,0.018508,0.019701,0.031664,0.020104,0.031379,0.019206
0.028958,0.029954,0.021344,0.021765,0.020214,0.026027,0.11848,0.01841,0.019991,0.031207,0.02,0.031018,0.019341
0.028505,0.03014,0.021476,0.022278,0.02006,0.025984,0.1233,0.018177,0.019946,0.031474,0.019562,0.029739,0.019295
0.027895,0.029397,0.021688,0.022686,0.020325,0.026457,0.11812,0.018403,0.019978,0.029578,0.019544,0.029797,0.019339
0.027482,0.029907,0.021515,0.022689,0.020422,0.027573,0.11067,0.018229,0.019739,0.02864,0.019732,0.028942,0.01884
0.027158,0.029434,0.021082,0.022975,0.020482,0.026793,0.12487,0.034088,0.019687,0.058833,0.019868,0.028984,0.031881
0.026883,0.030055,0.021268,0.022546,0.020389,0.026196,0.13368,0.071856,0.020162,0.29992,0.020183,0.030868,0.073004
0.027251,0.030949,0.021235,0.022263,0.020544,0.02696,0.11777,0.033969,0.021346,0.19981,0.02027,0.031039,0.04638
0.027307,0.03111,0.021214,0.022448,0.020181,0.027549,0.11703,0.033495,0.020861,0.15684,0.031559,0.030249,0.036363
0.027179,0.03112,0.021482,0.022545,0.020431,0.027947,0.10401,0.023467,0.019901,0.091954,0.055554,0.030897,0.032096
0.02692,0.030176,0.021348,0.022121,0.020138,0.030206,0.10205,0.034557,0.023329,0.1016,0.11476,0.030228,0.044104
0.028663,0.030123,0.021238,0.022377,0.020024,0.028348,0.097133,0.032423,0.021959,0.098348,0.10211,0.02983,0.035455
0.027943,0.029202,0.021333,0.022413,0.020209,0.028941,0.088241,0.024429,0.020938,0.07298,0.073349,0.030621,0.028899
0.027734,0.029212,0.021094,0.022414,0.020244,0.029361,0.084528,0.022822,0.019743,0.074045,0.098625,0.03068,0.029422
0.027337,0.028569,0.02096,0.022212,0.020501,0.029745,0.07659,0.026152,0.021138,0.071183,0.089509,0.032033,0.033637
0.027238,0.028802,0.021031,0.022052,0.020339,0.033545,0.059137,0.029257,0.027064,0.068358,0.078473,0.034506,0.034561
0.027395,0.028452,0.020876,0.02218,0.020402,0.033197,0.049585,0.021465,0.019798,0.048332,0.075773,0.031437,0.024324
0.026676,0.028214,0.021172,0.02214,0.020625,0.032249,0.03111,0.020291,0.020415,0.04143,0.063409,0.029617,0.022578
0.026458,0.027402,0.021172,0.022147,0.02038,0.02956,0.031744,0.01959,0.020228,0.038831,0.049699,0.028704,0.021082
0.026619,0.027085,0.021369,0.022083,0.020202,0.02764,0.033095,0.018571,0.019839,0.035646,0.035791,0.028369,0.01969
0.027237,0.026698,0.021236,0.022413,0.020185,0.026506,0.031878,0.020561,0.019858,0.032643,0.027274,0.030157,0.02034
0.028008,0.026431,0.021036,0.0233,0.020167,0.025384,0.031947,0.021445,0.019594,0.030885,0.024119,0.028383,0.020303
0.028536,0.027502,0.020782,0.022226,0.020419,0.025117,0.032036,0.020335,0.019959,0.027841,0.022972,0.030074,0.020088
0.028116,0.028208,0.020994,0.022442,0.020271,0.02413,0.03123,0.021777,0.01993,0.025589,0.02253,0.053071,0.019589
0.027455,0.028441,0.020915,0.022198,0.020483,0.022274,0.030416,0.025594,0.019774,0.023531,0.021998,0.16362,0.018643
0.026998,0.027305,0.021096,0.021962,0.020308,0.021263,0.030102,0.02674,0.019474,0.022203,0.02148,0.23062,0.019142
0.027889,0.02719,0.020932,0.022587,0.020555,0.020469,0.028809,0.022654,0.019938,0.021366,0.02067,0.2961,0.019367
0.026612,0.026606,0.021089,0.022252,0.046846,0.019778,0.029978,0.031781,0.019872,0.020667,0.020887,0.40793,0.021189
0.026832,0.025996,0.020934,0.022525,0.059754,0.019567,0.028571,0.025101,0.020077,0.020712,0.01991,0.47399,0.020375
0.026947,0.025849,0.020966,0.022769,0.067889,0.019453,0.030425,0.020723,0.01967,0.020508,0.020168,0.45988,0.019067
0.02716,0.026025,0.021477,0.022443,0.068702,0.018828,0.029494,0.023781,0.019987,0.020132,0.019862,0.36397,0.019783
0.027095,0.02611,0.02118,0.022696,0.044792,0.018906,0.028831,0.023082,0.020088,0.019679,0.019194,0.38802,0.019405
0.028315,0.025676,0.020994,0.0224,0.038562,0.019611,0.028796,0.036951,0.066408,0.020264,0.019112,0.33422,0.042536
0.027844,0.025491,0.020768,0.022236,0.031419,0.022244,0.029311,0.092159,0.2156,0.020195,0.018896,0.23698,0.11479
0.027628,0.025152,0.020677,0.022393,0.027128,0.025352,0.02841,0.091349,0.37028,0.019941,0.018509,0.14898,0.12922
0.026773,0.025553,0.020796,0.022218,0.025382,0.033951,0.035826,0.072069,0.34702,0.022143,0.018661,0.11511,0.11392
0.026647,0.025126,0.020838,0.022268,0.025361,0.02833,0.027365,0.046676,0.17146,0.021757,0.018113,0.093737,0.057397
0.026956,0.026823,0.021278,0.022317,0.026368,0.037704,0.028063,0.10407,0.43569,0.019734,0.018233,0.083588,0.1562
0.026789,0.026668,0.021054,0.022263,0.027831,0.033023,0.026952,0.17417,0.32989,0.019754,0.01794,0.071807,0.21401
