NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.24663,1.2983,1.0382,1.0022,1.1922,0.98001,1.0656,1.0453,1.1277,1.5073,1.1716,1.0119,1.5331,0.99366
0.029306,0.033215,0.019945,0.020306,0.17114,0.029288,0.021051,0.020879,0.029074,0.015898,0.029045,0.026794,0.014522,0.025673
0.030019,0.033734,0.019973,0.020316,0.15473,0.030903,0.02083,0.022414,0.028393,0.015989,0.029263,0.026445,0.014273,0.026276
0.030764,0.032774,0.019873,0.020303,0.11625,0.030422,0.021149,0.021988,0.028224,0.01609,0.028687,0.026849,0.014171,0.026148
0.031045,0.031712,0.019605,0.020392,0.20357,0.057718,0.021351,0.021775,0.027779,0.016298,0.029948,0.026435,0.013742,0.024951
0.030728,0.033247,0.0198,0.020232,0.21028,0.32199,0.021267,0.021766,0.028844,0.016156,0.029679,0.026666,0.014057,0.027703
0.029353,0.033717,0.020001,0.020372,0.17465,0.30585,0.021124,0.021554,0.029452,0.016008,0.029894,0.026669,0.01369,0.024868
0.029882,0.033205,0.01994,0.020265,0.12963,0.22935,0.020884,0.021578,0.028672,0.016354,0.029308,0.026984,0.013662,0.02604
0.030404,0.033732,0.019711,0.020391,0.10132,0.43568,0.020894,0.021191,0.02825,0.016277,0.028565,0.026721,0.013772,0.025607
0.030226,0.032667,0.019971,0.02049,0.13758,0.53739,0.020938,0.021189,0.028149,0.016478,0.030298,0.026999,0.013833,0.025877
0.030035,0.032984,0.019876,0.02028,0.16601,0.4113,0.020963,0.022785,0.055514,0.016664,0.02991,0.026598,0.013836,0.024996
0.029851,0.033118,0.020285,0.020363,0.13009,0.31954,0.021007,0.021996,0.38651,0.016362,0.034103,0.02661,0.014446,0.027819
0.029862,0.034837,0.024474,0.020409,0.079379,0.24713,0.021011,0.022031,0.53735,0.016366,0.040646,0.027268,0.014094,0.026252
0.028888,0.03546,0.030478,0.020258,0.056135,0.27116,0.020879,0.021814,0.30987,0.016501,0.035413,0.027095,0.013824,0.027328
0.030063,0.03378,0.020633,0.020374,0.044844,0.21186,0.020713,0.021701,0.34604,0.016522,0.029374,0.027245,0.01401,0.026682
0.030361,0.031941,0.020109,0.020461,0.038057,0.17374,0.020971,0.021751,0.1242,0.016602,0.030434,0.026686,0.013865,0.025496
0.029436,0.031899,0.019958,0.020501,0.033664,0.12852,0.020817,0.021158,0.089946,0.016236,0.029846,0.026776,0.013915,0.02539
0.029667,0.032055,0.020367,0.020594,0.030774,0.087647,0.021112,0.021717,0.069837,0.016663,0.029699,0.026734,0.013786,0.027305
0.02933,0.033256,0.020003,0.020517,0.028065,0.071341,0.021026,0.022936,0.059776,0.016309,0.02968,0.027159,0.014011,0.025455
0.029921,0.033538,0.020011,0.020333,0.026973,0.064943,0.021037,0.022378,0.051317,0.016182,0.028722,0.026497,0.013877,0.026074
0.029842,0.032898,0.020276,0.020263,0.026236,0.060732,0.021097,0.022097,0.0456,0.016477,0.029154,0.026992,0.013818,0.026107
0.029845,0.031388,0.019929,0.020407,0.02659,0.058273,0.020783,0.021863,0.040075,0.016385,0.031026,0.026949,0.013777,0.025195
