NaN,NaN,NaN
0.22995,1.2748,1.3297
0.015183,0.020107,0.0090466
0.015933,0.021858,0.008928
0.015164,0.022632,0.0088187
0.014615,0.022796,0.0087316
0.014525,0.022072,0.0085385
0.013673,0.021663,0.008343
0.013491,0.020356,0.0081827
0.012709,0.019162,0.0082684
0.012296,0.019303,0.0081025
0.012091,0.019906,0.0079821
0.011681,0.020639,0.0079784
0.011437,0.021222,0.0080071
0.011481,0.020866,0.0081618
0.01309,0.020616,0.0080646
0.013335,0.020244,0.0080182
0.014072,0.018484,0.008318
0.013023,0.017846,0.008097
0.012341,0.017625,0.0081076
0.012464,0.018425,0.0083647
0.011393,0.017021,0.0081892
0.011392,0.019173,0.0091611
0.010681,0.019642,0.0093964
0.010297,0.019679,0.0094001
0.013101,0.019619,0.0098735
0.011598,0.018553,0.0095418
0.0099777,0.017871,0.0090175
0.010546,0.017563,0.0093792
0.010727,0.017938,0.0092375
0.011749,0.017624,0.0092046
0.01136,0.018496,0.012168
0.011043,0.019476,0.01874
0.011173,0.019462,0.029708
0.010413,0.019457,0.018761
0.010337,0.01937,0.014687
0.0096905,0.017216,0.013924
0.0092727,0.016325,0.013062
0.009111,0.016349,0.012926
0.0090568,0.017241,0.013761
0.0087335,0.017995,0.012155
0.010283,0.019361,0.01165
0.010916,0.018615,0.010925
0.011525,0.01831,0.01084
0.011017,0.019697,0.010457
0.010737,0.016737,0.0095581
0.010685,0.016033,0.0093626
0.009905,0.016087,0.0089401
0.0097299,0.017802,0.0099689
0.0092217,0.017095,0.0097216
0.0098036,0.018777,0.010704
0.0095664,0.018668,0.010952
0.010475,0.019411,0.011429
0.010244,0.018763,0.01114
0.016264,0.017536,0.010746
0.011274,0.015812,0.010252
0.012012,0.016202,0.010696
0.011023,0.015699,0.010971
0.010983,0.01659,0.01209
0.013338,0.017043,0.012345
0.010586,0.018229,0.012709
0.011159,0.017826,0.012563
0.0096516,0.01745,0.01243
0.0095493,0.01816,0.013093
0.0096229,0.015679,0.011714
0.010908,0.016392,0.012077
0.011308,0.01536,0.01155
0.01264,0.016698,0.013288
0.01147,0.016435,0.012663
0.011585,0.017754,0.012924
0.011048,0.018702,0.013877
0.010231,0.018288,0.013696
0.010493,0.018142,0.013812
0.0099972,0.016517,0.012832
0.0096915,0.016124,0.013028
0.0095136,0.015333,0.012173
0.009212,0.015932,0.013072
0.0089544,0.015488,0.012771
0.0090012,0.017977,0.013372
0.010339,0.018545,0.013712
0.010804,0.018426,0.013201
0.011338,0.018649,0.013557
0.010411,0.017184,0.013055
0.010101,0.016203,0.01207
0.0099087,0.01522,0.011822
0.0094557,0.015951,0.012228
0.0093575,0.016566,0.012878
0.0087909,0.018071,0.012974
0.0087548,0.017896,0.012461
0.0087566,0.018468,0.012523
0.009754,0.018107,0.01247
0.010517,0.018251,0.01275
0.01124,0.016072,0.010891
0.011695,0.016643,0.012008
0.010931,0.015739,0.011411
0.010051,0.016559,0.012398
0.0096007,0.015961,0.011953
0.0097095,0.017643,0.011839
0.0091425,0.018713,0.012457
0.0091384,0.018039,0.012213
0.0087715,0.018892,0.013313
0.0087071,0.018453,0.01311
0.0086422,0.018908,0.014516
0.0091518,0.015976,0.011798
0.010353,0.016156,0.01187
0.011108,0.016553,0.016926
0.011133,0.018337,0.019243
0.010239,0.018786,0.015958
0.01028,0.018846,0.016736
0.0096072,0.01842,0.013157
0.0097197,0.018386,0.01273
0.0092727,0.016792,0.011456
0.0090494,0.015986,0.011716
0.0087895,0.016637,0.011857
0.0088637,0.016535,0.012093
0.0088108,0.017395,0.012525
0.010269,0.018179,0.012293
0.010652,0.017938,0.012724
0.011553,0.017944,0.012027
0.010633,0.018032,0.012685
0.010295,0.016831,0.012475
0.010141,0.016861,0.012368
0.0095687,0.015524,0.011432
0.0094297,0.017824,0.013503
0.0088502,0.017315,0.013022
0.0089077,0.020463,0.012971
0.0085616,0.021473,0.013059
0.0084384,0.020283,0.01272
0.0095201,0.020159,0.012774
0.010346,0.020548,0.013106
0.011041,0.017105,0.01128
0.010945,0.017057,0.011617
0.010164,0.016099,0.011161
0.0099703,0.016932,0.01219
0.0092708,0.017327,0.012263
0.0092634,0.018566,0.012853
0.0088484,0.018029,0.012663
0.0089938,0.017828,0.012393
0.0086802,0.018784,0.013416
0.0083068,0.016679,0.012362
0.0094849,0.015889,0.012019
0.010519,0.016182,0.012014
0.01107,0.01697,0.012608
0.011039,0.01625,0.011989
0.0098851,0.018191,0.012608
0.010077,0.017889,0.012346
0.0092185,0.017599,0.011639
0.0094154,0.017615,0.012035
0.0089387,0.017816,0.012945
0.0091953,0.015961,0.011272
0.0085375,0.015598,0.01159
0.0085273,0.015783,0.011793
0.0085815,0.016884,0.012363
0.010201,0.017433,0.012669
0.010792,0.017439,0.012201
0.012083,0.017155,0.011715
0.01108,0.017831,0.012359
0.010216,0.018488,0.013284
0.0096822,0.016156,0.011863
0.0091416,0.015735,0.011534
0.0091564,0.015665,0.011638
0.0088331,0.016148,0.011921
0.0089132,0.015648,0.011892
0.0086246,0.017018,0.012341
0.0084722,0.017625,0.012278
0.0093862,0.016909,0.012374
0.010785,0.017279,0.012619
0.011365,0.017891,0.013515
0.011323,0.015619,0.011021
0.010578,0.015633,0.011667
0.01037,0.015578,0.011603
0.0099314,0.016468,0.012554
0.0099634,0.016086,0.012517
0.0095099,0.016481,0.012019
0.0093621,0.017556,0.012244
0.0091013,0.015934,0.012754
0.008708,0.0162,0.012571
0.0085111,0.016352,0.012505
0.010166,0.015809,0.012184
0.010637,0.016654,0.015436
0.011526,0.016084,0.013841
0.011783,0.017503,0.015433
0.011012,0.017609,0.013875
0.010545,0.017133,0.012654
0.0098893,0.01726,0.012643
0.0096576,0.016562,0.012288
0.0093737,0.017311,0.013286
0.0093125,0.015221,0.011252
0.0090059,0.01523,0.011728
0.0087719,0.015105,0.011567
0.0096118,0.016677,0.012656
3.0297,3.0761,3.2018
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.0078,3.0659,3.1904
0.0095923,0.01657,0.011686
0.010819,0.016461,0.011859
0.011563,0.017193,0.012575
0.011557,0.015287,0.010894
0.010634,0.016226,0.011819
0.010508,0.015043,0.011133
0.0098179,0.016207,0.011557
0.0097925,0.015424,0.011474
0.0092922,0.017271,0.012104
0.0091397,0.016937,0.012326
0.0089415,0.017191,0.012674
0.0087024,0.016553,0.012736
0.010699,0.016883,0.013203
0.010374,0.014471,0.011162
0.011513,0.015186,0.011954
0.010932,0.015109,0.011486
0.010361,0.015432,0.011884
0.010099,0.016122,0.011968
0.0094219,0.017673,0.012569
0.0093033,0.017598,0.012172
0.008821,0.016775,0.011927
0.0085524,0.016985,0.012496
0.0082299,0.015381,0.011111
0.0089531,0.01645,0.012476
0.011383,0.017111,0.013095
0.014949,0.020542,0.01434
0.014688,0.021897,0.017105
0.017607,0.02296,0.015981
0.016801,0.021655,0.016132
0.017793,0.022694,0.017229
0.01849,0.022995,0.015001
0.014828,0.024842,0.018159
0.012087,0.019554,0.015627
0.0095706,0.019537,0.015366
0.0091407,0.017723,0.014051
0.0096794,0.016857,0.012715
0.0083773,0.018615,0.013973
0.011408,0.017736,0.012316
0.009433,0.020103,0.012914
0.0098365,0.021641,0.01414
0.0099356,0.024184,0.016971
0.010591,0.015581,0.011129
0.012018,0.018651,0.01424
0.0073646,0.020675,0.016683
0.0069106,0.017301,0.01355
0.0066619,0.016388,0.012164
0.0059943,0.017479,0.012073
0.0055519,0.016988,0.011322
0.0053379,0.016874,0.01123
0.0051309,0.017668,0.012563
0.0050359,0.015564,0.011313
0.0049011,0.015192,0.011148
0.0049034,0.014937,0.010983
0.0047306,0.015346,0.011628
0.0048015,0.015412,0.011301
0.0046695,0.017115,0.011592
0.0045296,0.017599,0.011953
0.0043971,0.016606,0.011346
0.0042956,0.01649,0.011536
0.004152,0.016862,0.0124
0.0040501,0.014744,0.010534
