NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.27038,1.117,1.1943,1.0265,1.2225,1.0529,1.1579,1.1624
0.035285,0.031293,0.039495,0.045841,0.02393,0.26193,0.027528,0.027491
0.03492,0.031559,0.038687,0.041349,0.023745,0.1823,0.027848,0.027457
0.035278,0.030753,0.040619,0.041405,0.023642,0.16734,0.027539,0.027819
0.40422,0.030269,0.040338,0.048299,0.023101,0.18504,0.027458,0.030101
0.65332,0.030711,0.040343,0.050892,0.022725,0.14781,0.027784,0.029648
0.39829,0.030917,0.041529,0.035659,0.022932,0.12273,0.027558,0.029318
0.198,0.030838,0.040122,0.061684,0.022867,0.11824,0.027645,0.027849
0.18217,0.031378,0.039627,0.044088,0.022433,0.11545,0.027872,0.027834
0.14442,0.031075,0.039886,0.058879,0.022697,0.10272,0.027541,0.027009
0.087986,0.031334,0.042236,0.071333,0.022964,0.098683,0.02802,0.026696
0.084173,0.030311,0.039323,0.067751,0.022631,0.098369,0.027902,0.027567
0.076098,0.030358,0.040848,0.065821,0.022987,0.094661,0.028317,0.029172
0.072023,0.031021,0.041404,0.067034,0.022753,0.085186,0.028693,0.030063
0.067939,0.03145,0.041098,0.069987,0.022566,0.081307,0.028353,0.029652
0.066493,0.030973,0.040179,0.069457,0.022555,0.07609,0.028064,0.028763
0.065449,0.031486,0.041153,0.068985,0.022006,0.067077,0.027821,0.027776
0.067416,0.0314,0.04168,0.063263,0.021956,0.062532,0.027533,0.0272
0.069795,0.030701,0.041741,0.058256,0.021973,0.058337,0.027684,0.027688
0.071683,0.030008,0.041323,0.055259,0.021735,0.055934,0.027865,0.028124
0.068985,0.030623,0.041604,0.053789,0.021721,0.052346,0.028148,0.029699
0.067426,0.030895,0.040997,0.055315,0.021742,0.048861,0.027472,0.030096
0.063408,0.032004,0.040111,0.054222,0.021551,0.048696,0.027574,0.029888
0.060179,0.030714,0.043243,0.05237,0.021413,0.20817,0.3095,0.02886
0.058174,0.031968,0.040913,0.049701,0.021694,0.3131,0.47264,0.027562
0.058813,0.032825,0.042563,0.046818,0.021167,0.2899,0.6094,0.028045
0.057006,0.034759,0.042933,0.047142,0.022961,0.21755,0.54166,0.026986
0.059949,0.03228,0.040868,0.046898,0.022768,0.1466,0.29734,0.02937
0.057814,0.03192,0.04056,0.047567,0.022335,0.14072,0.3436,0.030112
0.058582,0.031164,0.040737,0.034887,0.021307,0.10923,0.33041,0.030185
0.060341,0.031339,0.043164,0.042523,0.020904,0.10963,0.27469,0.029113
0.060786,0.031502,0.038948,0.040642,0.020412,0.089848,0.25509,0.027852
0.062664,0.030898,0.042189,0.036736,0.020446,0.081316,0.28738,0.02731
0.060129,0.029804,0.041039,0.035994,0.02026,0.065822,0.4556,0.027562
0.058925,0.030782,0.039402,0.035021,0.020269,0.054561,0.52519,0.028064
0.065182,0.030646,0.039474,0.033553,0.019879,0.044025,0.25866,0.029908
0.066199,0.030991,0.040021,0.033416,0.019933,0.039722,0.32636,0.029404
0.061534,0.030415,0.040131,0.033545,0.020111,0.034225,0.26141,0.029892
0.06227,0.031528,0.040715,0.031969,0.020051,0.032446,0.1953,0.028927
0.064426,0.030922,0.041358,0.031984,0.019929,0.12277,0.1943,0.027526
0.068206,0.029862,0.039605,0.032315,0.019988,0.3293,0.20892,0.027114
0.066813,0.029898,0.039172,0.033233,0.019874,0.31195,0.12967,0.026806
0.064958,0.030588,0.04031,0.030905,0.02009,0.17337,0.10073,0.027089
0.068403,0.030967,0.041721,0.033756,0.019861,0.15134,0.090703,0.029429
0.070452,0.031524,0.0382,0.032204,0.019617,0.13117,0.066644,0.029584
0.074073,0.03156,0.041125,0.03192,0.019552,0.12015,0.057254,0.028848
0.074342,0.030636,0.040627,0.030349,0.02003,0.10881,0.057384,0.028038
0.075321,0.030055,0.039935,0.032645,0.019909,0.092094,0.055554,0.027179
0.074499,0.030149,0.039054,0.033356,0.019999,0.083926,0.053533,0.02658
0.072158,0.030093,0.040223,0.031242,0.019841,0.075642,0.051545,0.026694
0.073352,0.031322,0.039483,0.033434,0.019691,0.070302,0.049103,0.026995
0.072533,0.030615,0.039759,0.032148,0.019787,0.066385,0.04497,0.029179
0.069349,0.031371,0.041189,0.031697,0.01951,0.062082,0.042835,0.029627
