NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.39045,1.1846,1.228,1.4618,1.5967,1.5077,1.3292,1.8661,1.364,1.9581
0.041005,0.032271,0.41423,0.032488,0.02684,0.034556,0.034576,0.030692,0.037807,0.041645
0.039188,0.031799,0.31618,0.032997,0.027122,0.034131,0.034473,0.030868,0.037499,0.044873
0.040417,0.030892,0.22164,0.032826,0.026553,0.036069,0.034602,0.030714,0.035753,0.037182
0.041413,0.031685,0.23526,0.03375,0.02701,0.033485,0.034337,0.030269,0.035942,0.035377
0.052746,0.031763,0.15797,0.032929,0.027018,0.033481,0.033845,0.030591,0.036329,0.033001
0.050053,0.032547,0.11465,0.032948,0.026829,0.034069,0.034143,0.030186,0.036703,0.031092
0.049253,0.032401,0.093738,0.032423,0.026638,0.033641,0.03449,0.030034,0.036927,0.031516
0.046875,0.031995,0.082945,0.033411,0.026988,0.034211,0.034881,0.02958,0.03712,0.032157
0.045034,0.032293,0.073021,0.032749,0.026647,0.034753,0.034877,0.029063,0.03592,0.031545
0.041433,0.031465,0.064992,0.033178,0.02688,0.034933,0.035107,0.030151,0.036055,0.03342
0.038254,0.031438,0.060245,0.032909,0.0266,0.034551,0.034498,0.029038,0.036783,0.032025
0.039854,0.03143,0.055519,0.032889,0.026423,0.034328,0.034095,0.028801,0.037616,0.030502
0.039814,0.032421,0.051993,0.031991,0.026717,0.033105,0.034277,0.028816,0.037605,0.02954
0.037662,0.032562,0.050691,0.032991,0.027605,0.034121,0.033731,0.028562,0.03732,0.030632
0.035705,0.032364,0.049565,0.032853,0.026884,0.034177,0.033992,0.027946,0.035153,0.031858
0.036074,0.032493,0.046919,0.033823,0.027058,0.034593,0.034274,0.027324,0.035862,0.03095
0.035819,0.031482,0.046809,0.032797,0.026893,0.034052,0.034259,0.028151,0.036409,0.033707
0.038161,0.031027,0.047693,0.032755,0.026857,0.032937,0.034293,0.028291,0.036757,0.031079
0.037375,0.031735,0.048484,0.03238,0.026841,0.033263,0.033909,0.028256,0.037017,0.029807
0.038297,0.031458,0.048139,0.033969,0.026388,0.03411,0.18844,0.028431,0.03745,0.030035
0.03631,0.032594,0.044786,0.034769,0.026425,0.034222,0.46947,0.028538,0.039919,0.030381
0.035595,0.032459,0.04444,0.034357,0.026484,0.034224,0.30592,0.027994,0.036589,0.031064
0.037393,0.032041,0.042884,0.035047,0.026816,0.034809,0.31329,0.027311,0.036265,0.031348
0.039029,0.032206,0.042057,0.034004,0.027275,0.03372,0.32726,0.028343,0.037353,0.032594
0.040844,0.031982,0.041987,0.034581,0.027689,0.033959,0.41657,0.083244,0.03806,0.030803
0.038749,0.031539,0.04238,0.039623,0.028471,0.03476,0.45213,0.088351,0.040587,0.029762
0.039666,0.032237,0.042457,0.034294,0.027428,0.033722,0.30169,0.037131,0.036395,0.030219
0.04122,0.03233,0.041827,0.034701,0.02685,0.034653,0.20239,0.035249,0.035488,0.030157
0.042807,0.0323,0.040813,0.033967,0.026692,0.035396,0.22021,0.036882,0.036801,0.029293
0.04102,0.032335,0.038548,0.032787,0.026386,0.034636,0.19421,0.027874,0.037117,0.031469
0.043434,0.032156,0.038363,0.032825,0.026437,0.033625,0.19525,0.027029,0.038068,0.031321
0.045458,0.031653,0.037498,0.033586,0.02619,0.033812,0.17471,0.026804,0.037474,0.029168
0.050395,0.031255,0.037629,0.033071,0.027366,0.03412,0.15497,0.027641,0.037086,0.027821
0.050582,0.03159,0.037444,0.033855,0.026954,0.034343,0.13689,0.027044,0.035851,0.030004
0.048768,0.030592,0.037351,0.03346,0.026551,0.034141,0.12727,0.02759,0.035732,0.030224
0.047646,0.032319,0.036747,0.033764,0.027098,0.035022,0.1149,0.027864,0.036681,0.028849
0.046062,0.032088,0.036509,0.033952,0.027042,0.034482,0.10381,0.027557,0.037034,0.030686
