NaN,NaN,NaN,NaN,NaN
0.29219,2.1649,2.9178,1.4901,1.4421
0.02057,0.02547,0.052058,0.029811,0.03909
0.020271,0.025514,0.051222,0.028466,0.038387
0.020037,0.025522,0.048109,0.029141,0.036736
0.019814,0.025231,0.045636,0.029263,0.03572
0.019219,0.02525,0.043585,0.030035,0.036953
0.019113,0.02559,0.040564,0.030061,0.035339
0.018944,0.025478,0.040402,0.028751,0.037278
0.018716,0.02534,0.038071,0.027811,0.036466
0.018338,0.025943,0.036789,0.026952,0.033976
0.017974,0.19457,0.15877,0.02761,0.049474
0.017905,0.55579,0.41451,0.026995,0.050915
0.017798,0.61544,0.5474,0.026656,0.22943
0.017807,0.53741,0.75577,0.026015,0.64905
0.017499,0.50073,0.79942,0.026149,0.62322
0.017468,0.4145,0.56008,0.026369,0.64933
0.017093,0.30889,0.43108,0.026738,0.42392
0.016902,0.27636,0.32865,0.026497,0.46088
0.016801,0.24722,0.25705,0.026978,0.37056
0.016492,0.20377,0.2243,0.027038,0.17285
0.016343,0.18173,0.21176,0.027582,0.14118
0.01627,0.17244,0.19665,0.027139,0.11459
0.016231,0.13915,0.19413,0.033786,0.099274
0.016223,0.15115,0.17487,0.030203,0.076608
0.016101,0.11153,0.16854,0.027077,0.063605
0.015807,0.10027,0.2141,0.0279,0.054048
0.015894,0.09143,0.20634,0.027167,0.044654
0.015843,0.095842,0.13394,0.027534,0.04071
0.015678,0.09548,0.10616,0.027187,0.038212
0.015644,0.092853,0.096084,0.027212,0.035948
0.015348,0.092991,0.091923,0.027256,0.034734
0.015437,0.08801,0.08629,0.027197,0.033278
0.015171,0.084923,0.077388,0.027229,0.03143
0.015069,0.082181,0.06955,0.027539,0.02995
0.015053,0.076563,0.064753,0.02749,0.029395
0.014625,0.076852,0.059824,0.027783,0.028551
0.014754,0.075141,0.050561,0.031815,0.028339
0.014519,0.074436,0.046185,0.33953,0.028659
0.014041,0.068848,0.043275,0.50467,0.029138
0.013947,0.066371,0.039255,0.36524,0.028655
0.013795,0.063232,0.037595,0.21783,0.028931
0.013838,0.058129,0.034921,0.19818,0.027944
0.013679,0.054821,0.032466,0.19217,0.028093
0.013315,0.052993,0.029929,0.2524,0.027604
0.01331,0.080302,0.027745,0.35504,0.026824
0.013399,0.098732,0.026804,0.3981,0.026228
0.013291,0.059318,0.026199,0.5478,0.026441
0.013051,0.049622,0.026071,0.36984,0.026112
0.012809,0.045576,0.025754,0.24182,0.025701
0.012942,0.040225,0.025532,0.23816,0.025856
0.01283,0.042404,0.024916,0.26302,0.026478
0.012607,0.040751,0.024809,0.21276,0.02791
0.012313,0.039125,0.024636,0.19723,0.027559
0.012181,0.039283,0.023717,0.18404,0.027374
0.012255,0.038542,0.023269,0.17019,0.026813
0.012336,0.038975,0.022769,0.14802,0.02671
0.012255,0.038608,0.022147,0.11046,0.027053
0.012052,0.038545,0.02135,0.092612,0.026286
0.011851,0.03733,0.021,0.07953,0.026329
0.011901,0.036645,0.022077,0.077231,0.025643
0.011716,0.036453,0.020933,0.074942,0.02585
0.011906,0.036142,0.019861,0.072931,0.026092
0.011913,0.036059,0.018875,0.068421,0.027368
0.011846,0.0361,0.01835,0.067978,0.026863
0.012107,0.037769,0.018596,0.068589,0.027729
0.012314,0.036905,0.017827,0.066729,0.027295
0.01203,0.037564,0.01753,0.064982,0.026702
0.011881,0.038897,0.016678,0.061977,0.026567
0.01181,0.038396,0.016603,0.059064,0.026164
0.011535,0.038611,0.01564,0.056082,0.026413
0.011366,0.039026,0.015195,0.052743,0.025877
0.011532,0.037904,0.014904,0.048366,0.025569
0.011487,0.036721,0.014097,0.047503,0.025661
0.011266,0.035951,0.013868,0.04742,0.025742
0.0114,0.03532,0.01362,0.045295,0.025744
0.01119,0.034853,0.013265,0.042802,0.025651
0.011182,0.033711,0.01292,0.04059,0.02664
0.010852,0.03367,0.016095,0.041246,0.027181
0.010759,0.033835,0.030951,0.041975,0.14267
0.010438,0.033438,0.016294,0.041084,0.65763
0.010595,0.032738,0.012073,0.040204,0.80042
0.010157,0.031878,0.011867,0.039599,0.71465
0.010237,0.051117,0.011576,0.038774,0.52864
0.010014,0.167,0.011623,0.038778,0.24845
0.010017,0.5966,0.011608,0.03846,0.2815
0.0099202,0.75045,0.011703,0.037188,0.25904
0.0096504,0.70169,0.011602,0.035572,0.25714
0.0094305,0.70782,0.011622,0.035361,0.20524
0.0094317,0.63434,0.01181,0.036467,0.15031
0.0094084,0.43704,0.011732,0.035961,0.10385
0.0092177,0.47094,0.0117,0.035693,0.087876
0.009227,0.39098,0.012037,0.036178,0.072306
