NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.18799,1.0283,1.0268,0.98867,0.86296,0.95704,0.92961,0.83179
0.020611,0.020152,0.030346,0.03755,0.019263,0.04674,0.028696,0.036916
0.02076,0.020351,0.03006,0.038754,0.019093,0.042957,0.028436,0.036829
0.020498,0.020068,0.03207,0.037505,0.018941,0.045702,0.027743,0.036321
0.020434,0.01997,0.031494,0.040214,0.019131,0.045001,0.02716,0.03324
0.020523,0.020167,0.032496,0.037995,0.01914,0.051335,0.027081,0.032381
0.020864,0.020279,0.031866,0.037369,0.01909,0.048269,0.02746,0.032953
0.020617,0.020423,0.030643,0.038094,0.019102,0.047076,0.027323,0.033458
0.020446,0.020467,0.031214,0.039219,0.019217,0.045621,0.027177,0.034494
0.020359,0.020645,0.032644,0.036516,0.019105,0.041417,0.027926,0.034655
0.020443,0.020367,0.031747,0.03875,0.019064,0.044238,0.028584,0.033042
0.020437,0.020392,0.032347,0.03747,0.018872,0.045039,0.027297,0.032313
0.020484,0.020357,0.030991,0.036361,0.019219,0.049875,0.027082,0.030268
0.020511,0.020405,0.030114,0.038113,0.018811,0.050397,0.026863,0.032937
0.020386,0.020237,0.030416,0.03995,0.019034,0.047926,0.028785,0.033946
0.02141,0.02046,0.032112,0.038258,0.019065,0.24242,0.027795,0.033559
0.020863,0.020161,0.031447,0.038599,0.019212,0.2126,0.02847,0.032246
0.021135,0.02007,0.032133,0.036424,0.018916,0.13464,0.026937,0.030868
0.02103,0.020057,0.030783,0.035927,0.018854,0.21724,0.027147,0.030247
0.021396,0.02002,0.030249,0.036901,0.01873,0.20011,0.027371,0.031494
0.020628,0.020126,0.03035,0.04053,0.01882,0.1236,0.025813,0.030856
0.02054,0.020113,0.032956,0.036625,0.018935,0.090951,0.026942,0.03154
0.020429,0.020247,0.031809,0.039487,0.01889,0.075523,0.027604,0.030866
0.020418,0.020101,0.032198,0.037481,0.01887,0.063129,0.027154,0.029367
0.020086,0.020008,0.031021,0.036598,0.01869,0.055814,0.027241,0.029152
0.020465,0.019946,0.030397,0.036878,0.018953,0.053465,0.027371,0.029873
0.020502,0.019831,0.0301,0.039584,0.018979,0.050497,0.027113,0.030568
0.020425,0.019852,0.031648,0.036948,0.019005,0.056882,0.028347,0.030628
0.020381,0.020042,0.031375,0.038163,0.01884,0.055828,0.027756,0.029785
0.02041,0.02033,0.031716,0.036786,0.018684,0.050908,0.02795,0.029268
0.020559,0.019956,0.031112,0.035765,0.018835,0.046738,0.027215,0.026906
0.020307,0.020527,0.030284,0.036271,0.018666,0.047251,0.026427,0.027173
0.020088,0.020678,0.030308,0.038013,0.018733,0.044995,0.026541,0.028625
0.020223,0.020553,0.03136,0.037586,0.018956,0.048558,0.02641,0.029329
0.020371,0.020316,0.031571,0.037678,0.018944,0.053992,0.028076,0.028712
0.020236,0.020225,0.032525,0.036968,0.018822,0.051695,0.028235,0.029243
0.020256,0.020186,0.03098,0.0356,0.01892,0.051225,0.027452,0.026644
0.02053,0.020101,0.030528,0.037353,0.018881,0.049143,0.027088,0.025856
0.020536,0.020099,0.030434,0.03909,0.018865,0.046318,0.02638,0.026023
0.02057,0.020005,0.031226,0.040145,0.018907,0.043435,0.026801,0.025579
0.020514,0.020084,0.031568,0.038373,0.018679,0.05065,0.027613,0.024987
0.020481,0.020049,0.032519,0.036811,0.01876,0.053922,0.028452,0.026087
0.020334,0.020194,0.031564,0.037877,0.018568,0.053817,0.028576,0.022493
0.020431,0.019873,0.030485,0.037963,0.018979,0.050196,0.026974,0.020061
0.02033,0.020281,0.030463,0.039251,0.018788,0.049149,0.027149,0.021857
0.020391,0.019938,0.031413,0.038078,0.018894,0.045999,0.027517,0.021083
0.020524,0.020253,0.03137,0.03866,0.018922,0.044741,0.026956,0.020307
0.020456,0.020104,0.032371,0.036685,0.01884,0.047578,0.028326,0.018583
0.020499,0.02038,0.030863,0.036661,0.018797,0.048359,0.028773,0.017049
0.020791,0.020222,0.030009,0.036939,0.01877,0.053334,0.026824,0.015894
0.020481,0.020268,0.030561,0.039228,0.018919,0.051804,0.026939,0.016074
0.020498,0.020236,0.031664,0.037189,0.018798,0.048485,0.026925,0.016567
0.020503,0.0198,0.031867,0.037296,0.018895,0.047427,0.028261,0.016094
0.020525,0.02018,0.031967,0.037404,0.018833,0.045986,0.027264,0.015507
0.020351,0.020186,0.031543,0.037327,0.018797,0.043794,0.027988,0.014814
0.02072,0.01994,0.030684,0.035859,0.018794,0.048097,0.026892,0.013755
0.020499,0.020095,0.030996,0.0382,0.018743,0.051615,0.027245,0.013965
0.020226,0.019898,0.031798,0.039299,0.018761,0.052833,0.027272,0.014543
0.020446,0.019953,0.032275,0.039666,0.018741,0.04946,0.026656,0.014288
0.020579,0.020149,0.032837,0.038544,0.018726,0.048731,0.02683,0.013623
0.020499,0.020039,0.030897,0.035953,0.01882,0.046275,0.027936,0.013044
0.020318,0.020199,0.02999,0.035333,0.018822,0.043769,0.02828,0.01255
0.020119,0.020047,0.030586,0.037805,0.01878,0.048081,0.026603,0.012499
0.020604,0.020211,0.032248,0.0387,0.018789,0.049522,0.027353,0.013141
0.020586,0.020169,0.03141,0.037736,0.018587,0.052922,0.026573,0.012753
0.020378,0.019938,0.03216,0.038595,0.019115,0.051367,0.027576,0.012498
0.020444,0.019982,0.031204,0.037697,0.018823,0.04925,0.027528,0.012134
0.020142,0.020037,0.030052,0.036692,0.01894,0.048931,0.027792,0.011757
0.020493,0.019835,0.030404,0.038565,0.018668,0.046054,0.026898,0.012076
0.020461,0.020064,0.032148,0.040803,0.018593,0.048422,0.026202,0.012138
0.020539,0.02004,0.03165,0.037597,0.018823,0.048584,0.02628,0.011878
0.020175,0.020067,0.032919,0.037899,0.018901,0.053752,0.026604,0.011526
0.020384,0.020182,0.03122,0.038388,0.018794,0.053088,0.026179,0.011448
0.020469,0.020169,0.030516,0.036871,0.018878,0.049074,0.026758,0.01143
0.023366,0.01994,0.030547,0.038606,0.01886,0.046633,0.027357,0.011114
0.13416,0.020286,0.032135,0.039329,0.018779,0.15233,0.02686,0.011431
0.12661,0.020229,0.17735,0.038833,0.018885,0.26883,0.026997,0.011525
0.12451,0.020149,0.43104,0.036831,0.018892,0.16733,0.026098,0.011122
0.11771,0.020089,0.60622,0.037868,0.018876,0.19094,0.028645,0.010887
0.11909,0.020015,0.4161,0.039783,0.052359,0.26647,0.028112,0.011047
0.13533,0.020086,0.37622,0.037269,0.18991,0.14635,0.027339,0.010611
0.13582,0.020107,0.34275,0.038368,0.20045,0.087966,0.026751,0.010599
0.12696,0.019982,0.16992,0.038677,0.22807,0.070602,0.026309,0.010667
0.077392,0.020092,0.11828,0.038543,0.19966,0.063311,0.026224,0.010515
0.073203,0.019945,0.086093,0.036251,0.20966,0.057818,0.026026,0.010285
0.05368,0.020009,0.063064,0.036924,0.30307,0.05685,0.026528,0.01026
0.044581,0.019999,0.052327,0.038231,0.21715,0.063236,0.027948,0.010083
0.039166,0.020063,0.048156,0.03893,0.16942,0.0549,0.02723,0.0099612
0.034821,0.020049,0.044529,0.037967,0.12667,0.053364,0.026589,0.0098491
0.031413,0.019959,0.040696,0.036629,0.12021,0.054398,0.026336,0.0097633
0.029016,0.02008,0.037156,0.035172,0.10992,0.054053,0.026097,0.0097931
0.027839,0.019651,0.03687,0.036193,0.084697,0.051593,0.027568,0.0096548
0.02632,0.019866,0.035201,0.038241,0.072429,0.051006,0.028112,0.0095595
0.025399,0.020062,0.033885,0.038382,0.063863,0.060132,0.028296,0.0093711
0.024592,0.020175,0.033986,0.037908,0.060706,0.058325,0.026484,0.0094832
0.024405,0.019894,0.033905,0.037199,0.056288,0.055795,0.026317,0.0096131
0.024148,0.019769,0.03225,0.036339,0.052012,0.053638,0.026157,0.0093938
0.023675,0.019988,0.032425,0.037306,0.047361,0.055907,0.026314,0.0092472
0.023492,0.019845,0.032661,0.038104,0.042995,0.053434,0.027358,0.0092841
