NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.28283,1.2702,0.96796,1.1244,1.2052,1.2436,1.298,1.3304,1.3736,1.0626,1.8447,1.1872,1.0726,1.8553,1.2881
0.036962,0.028293,0.035388,0.039904,0.031961,0.032127,0.032124,0.031992,0.024231,0.034205,0.018831,0.035348,0.030588,0.017313,0.032399
0.036193,0.027911,0.034809,0.038577,0.030832,0.032308,0.031829,0.032007,0.024301,0.033707,0.018503,0.034881,0.030107,0.017295,0.032459
0.035591,0.028248,0.035066,0.038221,0.033532,0.03289,0.03193,0.032223,0.024212,0.033096,0.018311,0.033836,0.030359,0.017452,0.031429
0.036194,0.028863,0.036726,0.039203,0.031865,0.031581,0.032043,0.03318,0.024699,0.03318,0.018178,0.034073,0.029983,0.01748,0.030996
0.036619,0.030319,0.036239,0.03805,0.03084,0.032432,0.032153,0.031225,0.024678,0.033486,0.018218,0.034612,0.029769,0.017305,0.030901
0.037192,0.029748,0.036714,0.039335,0.030624,0.032082,0.032654,0.030575,0.024723,0.03398,0.01778,0.034028,0.029794,0.017535,0.030141
0.03692,0.029254,0.035851,0.0397,0.031567,0.031726,0.032388,0.032357,0.024695,0.035088,0.017762,0.035913,0.029907,0.01745,0.031648
0.037706,0.029107,0.035297,0.040077,0.032115,0.032435,0.032196,0.03274,0.024818,0.034299,0.017642,0.035457,0.029946,0.017432,0.031263
0.036592,0.02928,0.035465,0.039827,0.030226,0.032796,0.031875,0.032541,0.024543,0.033511,0.017565,0.035388,0.029811,0.017551,0.032533
0.036099,0.028836,0.034801,0.038251,0.033573,0.032578,0.03196,0.033014,0.024658,0.033254,0.017446,0.034713,0.02982,0.017651,0.031063
0.036233,0.028819,0.035945,0.038113,0.03275,0.032313,0.032041,0.031435,0.024412,0.033055,0.017381,0.033705,0.029129,0.017714,0.030194
0.036879,0.028706,0.036502,0.038024,0.030874,0.031574,0.032413,0.03063,0.024582,0.033316,0.017334,0.0344,0.029179,0.01742,0.031015
0.037156,0.028703,0.036793,0.038926,0.030574,0.031902,0.032381,0.03186,0.024516,0.03409,0.017376,0.03457,0.029414,0.017637,0.030977
0.036756,0.028721,0.036436,0.04038,0.031566,0.031823,0.032446,0.032089,0.024465,0.034203,0.016928,0.035868,0.029389,0.017603,0.031265
0.037153,0.028588,0.03565,0.041087,0.032261,0.032261,0.032516,0.032646,0.024531,0.034188,0.016919,0.036229,0.029384,0.017514,0.031752
0.037543,0.028582,0.035666,0.039742,0.030171,0.033329,0.032152,0.032151,0.024717,0.034157,0.016878,0.034981,0.029717,0.017344,0.031117
0.036309,0.028448,0.035673,0.039183,0.033198,0.032439,0.032154,0.031451,0.024908,0.033465,0.016642,0.034764,0.029948,0.017417,0.03038
0.036648,0.028318,0.035065,0.038579,0.032476,0.032039,0.032144,0.031076,0.024661,0.033301,0.016324,0.034077,0.029719,0.017683,0.030638
0.036754,0.028333,0.034968,0.038717,0.031195,0.031438,0.032368,0.03224,0.024625,0.032794,0.016285,0.03507,0.029674,0.017615,0.030646
0.036698,0.028583,0.035142,0.038593,0.030112,0.031271,0.031994,0.032392,0.024524,0.033256,0.016063,0.034341,0.02946,0.017491,0.031552
0.037048,0.030747,0.036656,0.040129,0.030027,0.03178,0.034976,0.03278,0.024668,0.033633,0.016031,0.035038,0.04916,0.017603,0.031725
0.036425,0.038887,0.036785,0.040569,0.032339,0.032344,0.060789,0.032677,0.024429,0.034017,0.016042,0.035936,0.18053,0.017177,0.038314
0.036734,0.042994,0.03617,0.040172,0.030489,0.033054,0.064609,0.031463,0.024431,0.035949,0.016102,0.035864,0.25325,0.017475,0.041789
0.036833,0.041188,0.036353,0.039246,0.032142,0.031954,0.063706,0.030479,0.024329,0.034835,0.015992,0.034809,0.36064,0.017561,0.057138
0.036021,0.043694,0.035406,0.03883,0.032408,0.032016,0.098756,0.032215,0.024422,0.035487,0.016025,0.034337,0.44661,0.017553,0.054537
0.037014,0.05506,0.035786,0.038733,0.031595,0.031953,0.090336,0.032199,0.024854,0.035086,0.016204,0.034043,0.35684,0.017508,0.032326
0.036693,0.047603,0.035633,0.038628,0.030807,0.031791,0.051676,0.032267,0.024766,0.033725,0.016096,0.034081,0.20875,0.017505,0.03084
0.037417,0.040756,0.035673,0.039478,0.029344,0.032697,0.042216,0.03212,0.024729,0.03424,0.016227,0.034353,0.18196,0.017379,0.031061
0.036628,0.043706,0.037008,0.040211,0.033026,0.032877,0.046374,0.031208,0.024831,0.034207,0.016445,0.035308,0.21527,0.017217,0.030479
0.037533,0.03905,0.036115,0.040115,0.030984,0.033182,0.042497,0.031396,0.024926,0.033812,0.016566,0.035544,0.18741,0.017404,0.033009
0.03726,0.040153,0.036194,0.039879,0.031807,0.031606,0.042237,0.0324,0.024297,0.035696,0.016347,0.035591,0.16994,0.01744,0.035614
0.035789,0.043893,0.035828,0.039252,0.033467,0.032597,0.058612,0.032128,0.024311,0.035126,0.016572,0.034926,0.23127,0.017357,0.037042
0.035901,0.046512,0.0354,0.038787,0.030969,0.031559,0.094841,0.032811,0.024569,0.034638,0.016378,0.034319,0.31361,0.017336,0.038164
0.037007,0.035626,0.0354,0.038543,0.030708,0.031423,0.058351,0.031926,0.024437,0.033659,0.016469,0.034467,0.19249,0.017647,0.037209
0.037168,0.03454,0.034904,0.040346,0.029371,0.031791,0.057133,0.030825,0.024334,0.033318,0.018497,0.071328,0.17223,0.017624,0.036346
0.036694,0.038278,0.035015,0.055479,0.032787,0.032474,0.066059,0.0312,0.024202,0.033764,0.027485,0.24018,0.19435,0.017679,0.034177
0.03722,0.034315,0.03553,0.053046,0.031728,0.032492,0.057212,0.031806,0.024327,0.033438,0.02569,0.26746,0.15526,0.017582,0.034163
0.037356,0.033258,0.036578,0.042006,0.030442,0.031731,0.046495,0.032573,0.024857,0.034162,0.030041,0.25796,0.1183,0.017595,0.033192
0.03591,0.030768,0.036182,0.04146,0.033592,0.032141,0.041821,0.033187,0.024626,0.035168,0.032027,0.23387,0.093936,0.017572,0.034508
0.036561,0.029923,0.03637,0.040515,0.03236,0.031769,0.038468,0.031254,0.024563,0.034657,0.019945,0.1207,0.075217,0.017592,0.0333
0.036033,0.030328,0.036429,0.04696,0.030771,0.031902,0.035939,0.030267,0.024751,0.034076,0.022246,0.21799,0.064721,0.017651,0.032699
0.036169,0.033519,0.035349,0.055998,0.030165,0.032129,0.035676,0.032168,0.024506,0.033628,0.029798,0.38596,0.058236,0.017784,0.032553
0.036553,0.029776,0.035613,0.058496,0.032009,0.032702,0.035136,0.032692,0.024519,0.033084,0.022738,0.43777,0.051819,0.017464,0.032347
0.036796,0.03087,0.034872,0.051585,0.031852,0.032543,0.034387,0.032204,0.024377,0.032817,0.022988,0.32627,0.047995,0.017514,0.031419
