NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.30886,1.239,1.1611,1.2819,1.0874,1.0968,1.1772,1.0268,1.2661,1.3645,1.8417,1.2854
0.036981,0.038059,0.037012,0.033456,0.036284,0.031243,0.039538,0.03133,0.033644,0.032642,0.019387,0.029195
0.03859,0.037264,0.035893,0.033498,0.036841,0.030796,0.039907,0.031934,0.03297,0.032531,0.019452,0.029253
0.036589,0.036101,0.034979,0.033811,0.037791,0.030895,0.039776,0.031332,0.03425,0.031753,0.019554,0.029776
0.038625,0.035394,0.033986,0.034006,0.037008,0.030847,0.040335,0.032653,0.034376,0.030888,0.019628,0.029819
0.038418,0.035095,0.035983,0.034102,0.035158,0.031052,0.03967,0.032321,0.034056,0.031294,0.019695,0.03027
0.037272,0.036272,0.035284,0.034383,0.034856,0.031613,0.038115,0.032109,0.033787,0.030575,0.019779,0.030145
0.036992,0.036448,0.035537,0.033633,0.035079,0.031524,0.0383,0.03217,0.033593,0.032226,0.019823,0.029381
0.037527,0.037419,0.036402,0.033336,0.035379,0.031893,0.038572,0.03154,0.033998,0.032029,0.0198,0.02956
0.037012,0.037853,0.03636,0.033195,0.034999,0.031525,0.039622,0.031819,0.033856,0.032176,0.019785,0.029547
0.038492,0.036578,0.034858,0.03389,0.037686,0.031429,0.039185,0.031804,0.033709,0.031878,0.019942,0.028867
0.036736,0.036055,0.034183,0.034119,0.036249,0.031245,0.041159,0.032354,0.033206,0.031258,0.019873,0.0294
0.0392,0.035488,0.035376,0.034134,0.038732,0.030886,0.03935,0.032253,0.033942,0.030708,0.019854,0.030396
0.038377,0.036529,0.035226,0.03434,0.036729,0.030835,0.16205,0.03299,0.034225,0.030903,0.019813,0.030182
0.037013,0.036678,0.036151,0.033798,0.035506,0.030792,0.48172,0.032862,0.033803,0.032126,0.019847,0.029818
0.037011,0.036995,0.036512,0.033303,0.034867,0.031362,0.17687,0.031738,0.03447,0.032013,0.020039,0.029762
0.03702,0.037114,0.036131,0.033307,0.034997,0.030971,0.22969,0.032568,0.034669,0.032178,0.020016,0.029106
0.038288,0.036746,0.035183,0.034298,0.034516,0.03205,0.31777,0.03168,0.033365,0.031862,0.020048,0.029198
0.038126,0.035569,0.034092,0.034465,0.036794,0.031781,0.2206,0.032237,0.034098,0.031407,0.01984,0.029332
0.038458,0.034919,0.03475,0.034452,0.036378,0.031568,0.11071,0.032374,0.0344,0.030566,0.019934,0.029818
0.039342,0.035907,0.098778,0.034684,0.037296,0.032042,0.077525,0.032178,0.034237,0.030498,0.019797,0.029374
0.03815,0.037415,0.51079,0.034158,0.039312,0.051203,0.063868,0.031481,0.033794,0.032246,0.019975,0.037922
0.045262,0.059484,0.59406,0.033958,0.044297,0.063415,0.056349,0.031129,0.033639,0.032635,0.020025,0.051573
0.041695,0.05225,0.30209,0.033569,0.0364,0.059563,0.053619,0.031798,0.033601,0.033481,0.020118,0.031372
0.038038,0.038563,0.18798,0.033999,0.035744,0.03394,0.050723,0.031503,0.033705,0.03182,0.020096,0.035504
0.038763,0.03713,0.1111,0.033847,0.034774,0.033357,0.048002,0.032257,0.034088,0.030661,0.020032,0.030432
0.038567,0.035891,0.077144,0.033992,0.036078,0.032389,0.045575,0.032277,0.033417,0.030543,0.019953,0.030331
0.037936,0.035165,0.063596,0.033794,0.037224,0.031966,0.044088,0.032053,0.033843,0.029705,0.019967,0.029738
0.038851,0.036257,0.056838,0.033464,0.03675,0.031401,0.042694,0.031827,0.032842,0.031673,0.020112,0.030157
0.037741,0.03632,0.053949,0.033537,0.038756,0.031363,0.044089,0.031159,0.033497,0.03246,0.020117,0.11096
0.036687,0.036272,0.051571,0.033137,0.0369,0.031092,0.043228,0.031232,0.03341,0.032045,0.020317,0.18836
0.037594,0.038009,0.049037,0.034015,0.04034,0.032216,0.043224,0.031702,0.033969,0.032281,0.020148,0.22082
0.037623,0.036262,0.047216,0.034562,0.037723,0.032477,0.042738,0.031837,0.033269,0.030828,0.020245,0.16147
0.038364,0.035236,0.044923,0.034302,0.035732,0.03168,0.041974,0.032234,0.034188,0.030916,0.020197,0.24865
0.03872,0.034741,0.043184,0.034498,0.034396,0.031385,0.041839,0.03133,0.03382,0.030109,0.02023,0.16378
0.038622,0.036301,0.042787,0.033463,0.03724,0.032323,0.040306,0.031936,0.034069,0.032433,0.020181,0.12354
0.039537,0.036185,0.042279,0.033957,0.036413,0.032121,0.041202,0.032044,0.033259,0.031948,0.020389,0.10348
0.038132,0.036655,0.043323,0.033364,0.039201,0.031495,0.041354,0.031635,0.033802,0.03238,0.020518,0.085722
0.036897,0.037195,0.042622,0.03443,0.037348,0.031337,0.040015,0.032222,0.034204,0.032303,0.020414,0.083785
0.036945,0.036895,0.041762,0.034359,0.035116,0.031027,0.040958,0.03209,0.033559,0.031297,0.020546,0.076991
