NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.21215,0.80122,1.2842,0.95029,1.0759,0.88196,1.3234
0.03535,0.02675,0.26797,0.068531,0.028091,0.06383,0.12104
0.035709,0.027039,0.21055,0.10384,0.028014,0.054468,0.12342
0.035484,0.026945,0.15005,0.077836,0.027869,0.05233,0.12266
0.035013,0.026655,0.11732,0.064215,0.027795,0.052279,0.12794
0.035244,0.026887,0.098572,0.053808,0.027773,0.055438,0.13283
0.035074,0.027112,0.087275,0.045524,0.028192,0.12007,0.10835
0.03511,0.026853,0.074341,0.039179,0.028202,0.17069,0.099385
0.035533,0.026697,0.066417,0.035725,0.028824,0.23747,0.095582
0.035148,0.026783,0.068124,0.033226,0.02793,0.19947,0.10313
0.035228,0.026583,0.057613,0.030643,0.028055,0.31768,0.096762
0.035525,0.026426,0.063415,0.029577,0.028121,0.28977,0.093519
0.035716,0.02659,0.057527,0.031656,0.027952,0.44787,0.099035
0.034821,0.026593,0.055811,0.032753,0.027698,0.27734,0.10189
0.035548,0.026811,0.054377,0.033598,0.030062,0.16562,0.10472
0.035589,0.026783,0.049668,0.033433,0.029985,0.1236,0.10941
0.089609,0.026686,0.048157,0.032939,0.028758,0.087698,0.11905
0.25536,0.026783,0.046353,0.032635,0.028254,0.073029,0.10851
0.29044,0.026609,0.044363,0.031222,0.028038,0.06714,0.10956
0.39386,0.026528,0.044196,0.030293,0.028058,0.061978,0.11465
0.31122,0.026737,0.043508,0.029443,0.027923,0.055471,0.12225
0.2991,0.026549,0.04518,0.029378,0.028019,0.049912,0.12142
0.48511,0.026701,0.044988,0.028967,0.028038,0.046935,0.1226
0.49761,0.026636,0.042957,0.028672,0.02841,0.044444,0.13341
0.41541,0.026726,0.042622,0.028439,0.027921,0.043272,0.3116
0.29022,0.026643,0.040487,0.028094,0.027647,0.041226,0.52839
0.17041,0.026612,0.042448,0.027547,0.028057,0.038966,0.47429
0.24363,0.026701,0.040461,0.027443,0.027697,0.036266,0.31973
0.26028,0.02633,0.039396,0.027442,0.028074,0.035578,0.22581
0.35059,0.026707,0.038894,0.027349,0.02778,0.03648,0.19647
0.40425,0.026984,0.039871,0.027205,0.028229,0.034751,0.17703
0.27602,0.026628,0.040567,0.027042,0.027228,0.034531,0.14441
0.17724,0.026313,0.041858,0.027111,0.027541,0.035439,0.13295
0.15919,0.026388,0.041674,0.027037,0.027236,0.033257,0.1274
0.11013,0.026421,0.040252,0.027061,0.026952,0.031445,0.11285
0.088655,0.02645,0.039346,0.026532,0.027256,0.033593,0.10666
0.077324,0.026452,0.039194,0.026596,0.0276,0.032163,0.099875
0.069953,0.026511,0.03914,0.026694,0.027356,0.033091,0.096473
0.067171,0.026514,0.038882,0.026868,0.027934,0.033744,0.08492
0.063277,0.026487,0.038767,0.02693,0.027924,0.031872,0.075468
0.059328,0.10524,0.039202,0.027005,0.027976,0.030477,0.066349
0.057831,0.21976,0.039908,0.027011,0.027698,0.031845,0.059862
0.057237,0.21093,0.040024,0.027323,0.027446,0.031333,0.056064
0.055273,0.11545,0.039571,0.02682,0.0279,0.031904,0.052055
0.054102,0.077184,0.039435,0.026764,0.18999,0.032473,0.050578
0.053457,0.05867,0.03917,0.02694,0.38655,0.031603,0.049316
0.051022,0.052818,0.038467,0.02669,0.18226,0.030148,0.047078
0.051164,0.05196,0.038676,0.026605,0.29841,0.031392,0.04561
0.050973,0.056876,0.038023,0.026849,0.38057,0.030827,0.046039
0.049861,0.061545,0.037971,0.02707,0.3747,0.031157,0.044988
0.048927,0.060071,0.037331,0.027208,0.57666,0.031868,0.045123
0.051841,0.055059,0.037842,0.027128,0.32503,0.031574,0.044822
