NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.28766,1.1928,1.2314,1.3199,1.1646,1.2106,1.1001,1.328,1.9137,1.7852,1.4536,1.1535,1.8262
0.034562,0.032899,0.038213,0.036229,0.034389,0.045183,0.032194,0.066176,0.016927,0.017127,0.11285,0.04496,0.016601
0.03372,0.032625,0.037531,0.037508,0.033783,0.045532,0.032246,0.065596,0.016853,0.017186,0.098953,0.042086,0.016417
0.033772,0.032499,0.036961,0.036726,0.034898,0.044009,0.030805,0.062202,0.016745,0.016943,0.088805,0.041976,0.016266
0.033059,0.032326,0.03781,0.03546,0.034743,0.042919,0.032399,0.058049,0.016646,0.016924,0.083829,0.041879,0.016149
0.03276,0.033061,0.038095,0.034994,0.035185,0.042314,0.032333,0.053299,0.016532,0.016719,0.078609,0.044907,0.016208
0.033013,0.034077,0.038244,0.035055,0.034959,0.044769,0.03275,0.048733,0.016547,0.01658,0.07647,0.043846,0.016206
0.033125,0.033185,0.038003,0.03492,0.034187,0.043829,0.031538,0.045397,0.016541,0.016396,0.071888,0.042556,0.016278
0.032502,0.032994,0.038955,0.034812,0.033722,0.045054,0.031806,0.043279,0.016485,0.016272,0.066559,0.040747,0.016303
0.033756,0.033005,0.039,0.0371,0.033945,0.04291,0.033187,0.040201,0.016513,0.016138,0.061318,0.039951,0.016385
0.033966,0.032738,0.037695,0.037626,0.034261,0.041476,0.031355,0.038286,0.016292,0.015991,0.056362,0.040431,0.016438
0.033714,0.032304,0.037795,0.037409,0.035097,0.042018,0.03208,0.03859,0.016301,0.015941,0.05302,0.043056,0.016349
0.033908,0.032198,0.037075,0.035898,0.034354,0.044724,0.03318,0.037085,0.016416,0.015654,0.050211,0.0427,0.016371
0.033274,0.032859,0.037216,0.035234,0.034947,0.044294,0.032279,0.035201,0.016306,0.015652,0.047678,0.042214,0.016344
0.03241,0.032978,0.037228,0.034511,0.034166,0.045537,0.032295,0.034791,0.016095,0.015426,0.046052,0.039916,0.016276
0.032552,0.032892,0.037567,0.034784,0.033647,0.043204,0.030737,0.033859,0.016116,0.015281,0.043876,0.038908,0.016153
0.032549,0.032978,0.038095,0.034738,0.034312,0.041417,0.033381,0.032651,0.016129,0.015188,0.042313,0.039673,0.016376
0.032866,0.032725,0.039294,0.037691,0.034949,0.04186,0.032748,0.031179,0.015973,0.015134,0.04084,0.042216,0.01614
0.033256,0.032517,0.038329,0.037592,0.035234,0.043851,0.031062,0.031119,0.016063,0.014788,0.040439,0.040896,0.016226
0.033088,0.032315,0.0374,0.037122,0.034706,0.045912,0.03271,0.030138,0.016165,0.014751,0.038214,0.04188,0.016168
0.034034,0.032755,0.037333,0.035601,0.034417,0.045523,0.032681,0.0296,0.016082,0.014766,0.036979,0.039417,0.01616
0.0338,0.033154,0.037571,0.0355,0.033731,0.042702,0.032186,0.029544,0.016313,0.014671,0.036366,0.039177,0.015936
0.032892,0.033213,0.037311,0.034068,0.03385,0.041473,0.031286,0.029056,0.016299,0.014586,0.035823,0.039385,0.016171
0.03328,0.033402,0.037909,0.034828,0.033344,0.041443,0.03206,0.028154,0.016043,0.014411,0.036239,0.041795,0.016303
0.032577,0.032381,0.037779,0.035436,0.035174,0.043721,0.033165,0.030058,0.016211,0.014445,0.035354,0.041825,0.016297
0.032538,0.032769,0.03862,0.03771,0.035101,0.044882,0.031283,0.029564,0.016148,0.014362,0.034425,0.04138,0.016175
0.032355,0.032697,0.038777,0.037825,0.034899,0.048822,0.032986,0.029132,0.016288,0.01512,0.034259,0.12227,0.016293
0.032499,0.032132,0.037677,0.036568,0.033318,0.049847,0.033154,0.028894,0.016214,0.015897,0.034109,0.29809,0.016103
0.032441,0.032461,0.037912,0.03529,0.033565,0.053994,0.032424,0.028254,0.016159,0.016854,0.034466,0.39324,0.016158
0.033722,0.032809,0.042202,0.035343,0.034043,0.064402,0.032451,0.027367,0.015988,0.015334,0.033154,0.33965,0.016063
0.033757,0.033552,0.038797,0.035198,0.035432,0.05075,0.031288,0.027412,0.01595,0.014302,0.033428,0.24546,0.016333
