NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.36138,1.3073,1.2249,1.5661,1.3125,1.1792,1.2456,1.2624,1.2492
0.024761,0.030381,0.03302,0.018751,0.030239,0.024107,0.11901,0.021741,0.03442
0.024893,0.030895,0.03368,0.018708,0.030076,0.020438,0.31134,0.021466,0.033393
0.024608,0.029747,0.031783,0.018542,0.02984,0.021007,0.36706,0.021507,0.032833
0.024362,0.029406,0.031455,0.018188,0.029997,0.02887,0.31113,0.021808,0.032158
0.024253,0.029521,0.032563,0.017706,0.030501,0.040023,0.22254,0.021578,0.031425
0.024428,0.029785,0.032186,0.017357,0.03045,0.023117,0.18799,0.021743,0.032664
0.026093,0.030246,0.032428,0.018444,0.030342,0.024,0.18131,0.021716,0.032113
0.026486,0.030577,0.03317,0.032735,0.030805,0.026882,0.1765,0.021647,0.03449
0.026476,0.029543,0.031848,0.097145,0.031255,0.03225,0.15684,0.021763,0.03219
0.02669,0.029637,0.032107,0.11865,0.031074,0.039774,0.14789,0.021643,0.031048
0.027003,0.029887,0.033122,0.076009,0.030824,0.043943,0.12271,0.02163,0.031924
0.026686,0.030427,0.032226,0.066189,0.031011,0.041259,0.10948,0.021624,0.031657
0.02724,0.030152,0.032395,0.087158,0.030543,0.039609,0.093992,0.021814,0.033042
0.027751,0.030813,0.032888,0.052041,0.030395,0.040247,0.083841,0.021654,0.032629
0.027954,0.030144,0.031758,0.032023,0.030519,0.039225,0.078269,0.021741,0.031813
0.028101,0.029588,0.03148,0.029704,0.029949,0.038386,0.079184,0.021792,0.032154
0.0279,0.029444,0.032757,0.031199,0.029563,0.038833,0.077562,0.021859,0.03089
0.027967,0.029505,0.033105,0.027324,0.029614,0.040297,0.072112,0.02195,0.03078
0.02803,0.02995,0.032725,0.022349,0.029433,0.040019,0.061378,0.021702,0.031565
0.027983,0.030169,0.032046,0.020287,0.028372,0.034804,0.058149,0.02157,0.032728
0.028331,0.030812,0.031763,0.019757,0.029294,0.02971,0.050512,0.021421,0.032099
0.028633,0.029501,0.031891,0.020252,0.028886,0.024613,0.040519,0.021871,0.030817
0.02732,0.028971,0.032358,0.020521,0.029568,0.021171,0.036371,0.02177,0.030941
0.027514,0.029654,0.032413,0.021878,0.028703,0.020276,0.035592,0.021824,0.030642
0.027072,0.029934,0.032738,0.021388,0.028615,0.020077,0.035944,0.02177,0.03034
0.026734,0.030665,0.032332,0.020994,0.02814,0.019974,0.034749,0.02182,0.0318
0.026666,0.030694,0.031804,0.021065,0.028005,0.020048,0.03464,0.021644,0.032066
0.026374,0.030243,0.032449,0.021631,0.028481,0.020015,0.034438,0.021564,0.032103
0.026133,0.029579,0.032885,0.022033,0.028318,0.020219,0.033335,0.021576,0.031111
0.02622,0.029017,0.032997,0.021549,0.028349,0.020098,0.034616,0.02165,0.030126
0.025654,0.029375,0.032882,0.021426,0.02893,0.020049,0.033189,0.021576,0.031011
0.025635,0.030271,0.031942,0.021824,0.028785,0.019813,0.033176,0.021553,0.030701
0.025549,0.030493,0.031629,0.022309,0.028384,0.019892,0.033508,0.021692,0.031691
0.02548,0.030624,0.032232,0.021768,0.028243,0.01988,0.033263,0.021739,0.031052
0.025249,0.030195,0.032586,0.021434,0.029243,0.019857,0.03236,0.021855,0.031111
0.02517,0.029578,0.033147,0.020673,0.028485,0.019763,0.032181,0.021692,0.030663
0.025403,0.029195,0.032665,0.019922,0.028523,0.019794,0.031073,0.021653,0.029964
0.027013,0.029455,0.03142,0.020878,0.046127,0.020973,0.13315,0.021743,0.030207
0.11281,0.030125,0.031706,0.024649,0.20626,0.020791,0.31575,0.021695,0.03078
0.29111,0.03066,0.03146,0.024989,0.24894,0.022538,0.38258,0.02198,0.031979
0.25611,0.030653,0.032106,0.026979,0.3016,0.022803,0.2387,0.021558,0.031839
