NaN,NaN,NaN,NaN
0.19342,1.0995,0.96718,1.0038
0.02355,0.026332,0.072221,0.016429
0.023589,0.025434,0.07094,0.055745
0.024286,0.024574,0.064678,0.092949
0.025423,0.02402,0.060465,0.11546
0.024654,0.023256,0.15731,0.12255
0.025868,0.023217,0.30518,0.12326
0.027642,0.022623,0.27818,0.11099
0.026278,0.022348,0.18673,0.080668
0.025313,0.022541,0.1442,0.070173
0.026208,0.021955,0.11878,0.057592
0.025988,0.0218,0.089642,0.045015
0.025947,0.021723,0.078893,0.045391
0.026736,0.020515,0.14378,0.044074
0.025685,0.020554,0.30182,0.045284
0.026356,0.020306,0.21358,0.040852
0.026324,0.019876,0.23244,0.037296
0.025029,0.019772,0.17067,0.034283
0.025056,0.01905,0.095828,0.029692
0.025848,0.019027,0.088823,0.026197
0.026698,0.018713,0.076414,0.023324
0.026321,0.018194,0.048644,0.020608
0.026887,0.018154,0.039833,0.018735
0.026063,0.017584,0.032315,0.017018
0.025836,0.017083,0.032508,0.016349
0.02311,0.01669,0.033141,0.015339
0.12014,0.016327,0.034521,0.014819
0.2154,0.015995,0.033543,0.014042
0.30788,0.015862,0.031042,0.013916
0.29904,0.01603,0.030754,0.013709
0.23195,0.015873,0.029427,0.013621
0.24601,0.015227,0.029143,0.013479
0.28448,0.015627,0.027016,0.013096
0.44707,0.015644,0.025917,0.030558
0.47391,0.015809,0.023367,0.075705
0.31429,0.016104,0.020741,0.23101
0.22729,0.015857,0.020049,0.28444
0.22647,0.014996,0.019089,0.16927
0.17102,0.014596,0.017541,0.11092
0.14443,0.01452,0.017644,0.12131
0.1405,0.014339,0.017165,0.10134
0.1284,0.014076,0.016257,0.068001
0.11889,0.01429,0.016538,0.05715
0.11439,0.013924,0.017056,0.050381
0.11299,0.013937,0.015338,0.047998
0.11315,0.013602,0.014291,0.04652
0.12296,0.026926,0.013409,0.046618
0.1347,0.069386,0.012696,0.046508
0.12532,0.076786,0.01202,0.044699
0.12476,0.050042,0.011174,0.043011
0.12198,0.025778,0.010562,0.038031
0.11154,0.02589,0.010203,0.035962
0.10954,0.027409,0.0095853,0.034285
0.10821,0.030601,0.0092327,0.032133
0.10414,0.037013,0.008634,0.029693
0.097311,0.040241,0.008307,0.02825
0.091384,0.032685,0.0081317,0.027926
0.08383,0.036872,0.0078933,0.052312
0.077703,0.038787,0.0077575,0.06907
0.075503,0.040879,0.0074608,0.06911
0.071047,0.037861,0.0073588,0.06775
0.067676,0.035019,0.0071978,0.041949
0.063662,0.033627,0.0072265,0.041177
0.060302,0.030697,0.0072978,0.04045
0.058026,0.02886,0.0071507,0.035361
0.056561,0.026942,0.0071435,0.031895
0.054189,0.026248,0.0070891,0.028927
