NaN,NaN,NaN,NaN,NaN
0.5629,1.4452,1.2401,1.2763,1.3468
0.20709,0.038881,0.024468,0.075934,0.024285
0.21429,0.038745,0.024633,0.085947,0.024386
0.17169,0.038532,0.024466,0.088479,0.024147
0.17138,0.038489,0.024464,0.083831,0.024159
0.092771,0.038157,0.024405,0.07889,0.024067
0.083182,0.037571,0.024024,0.074201,0.024052
0.07296,0.039463,0.02422,0.067078,0.024123
0.071539,0.04168,0.024189,0.059459,0.024162
0.074116,0.043156,0.024195,0.053798,0.024152
0.077567,0.044362,0.02387,0.048746,0.023999
0.07982,0.045714,0.024075,0.044827,0.024085
0.080442,0.047525,0.024093,0.04182,0.024241
0.082282,0.049777,0.024219,0.050707,0.024257
0.08107,0.049236,0.02399,0.053414,0.024254
0.07913,0.049155,0.023858,0.04752,0.024023
0.082627,0.050651,0.023854,0.042572,0.024247
0.08224,0.051777,0.023917,0.037299,0.024287
0.082286,0.055653,0.023911,0.033154,0.024805
0.086282,0.056282,0.023622,0.030885,0.024561
0.086165,0.096668,0.023439,0.028866,0.024369
0.076742,0.28521,0.023458,0.028197,0.02442
0.074121,0.40316,0.023385,0.027638,0.024478
0.068193,0.45625,0.023291,0.026886,0.024504
0.062515,0.34164,0.023188,0.026039,0.024526
0.059385,0.2963,0.023303,0.025672,0.024436
0.058159,0.23712,0.023092,0.025513,0.023976
0.054235,0.29662,0.023171,0.025495,0.024127
0.048775,0.27253,0.023178,0.025854,0.024045
0.045163,0.24347,0.023299,0.025919,0.024135
0.041578,0.20635,0.023221,0.026238,0.024371
0.038402,0.17678,0.023188,0.025551,0.024113
0.036703,0.15841,0.023172,0.02564,0.024109
0.034879,0.14259,0.023098,0.024992,0.024215
0.033883,0.12771,0.023121,0.024749,0.024144
0.033525,0.1121,0.023141,0.024777,0.024436
0.032393,0.1113,0.022943,0.024506,0.024446
0.031677,0.111,0.023037,0.025361,0.024574
0.031227,0.10511,0.023321,0.025412,0.024448
0.031745,0.099497,0.023175,0.026546,0.025445
0.033003,0.094164,0.023351,0.025244,0.086265
0.033287,0.091547,0.023127,0.026011,0.30382
0.033334,0.087491,0.023301,0.027339,0.46537
0.033652,0.082098,0.022991,0.039368,0.5234
0.032822,0.080256,0.023063,0.08493,0.44968
0.03265,0.076945,0.023164,0.18082,0.37385
0.031741,0.074126,0.023424,0.34691,0.27274
0.033917,0.07286,0.023295,0.29365,0.21165
0.034503,0.070939,0.023374,0.16969,0.19874
0.034199,0.069263,0.023456,0.13254,0.22384
0.033469,0.066573,0.02327,0.12868,0.19255
0.03244,0.06433,0.023026,0.11497,0.15823
0.032056,0.064597,0.023449,0.10196,0.13174
0.031064,0.06631,0.023225,0.089702,0.15311
0.030142,0.063983,0.023112,0.07285,0.2778
0.03009,0.06319,0.023351,0.064081,0.24948
0.029505,0.061284,0.023323,0.057883,0.23635
0.029309,0.059942,0.023285,0.054856,0.17701
0.029112,0.059362,0.02341,0.049286,0.12778
0.029324,0.058414,0.02313,0.045839,0.098577
0.028358,0.05715,0.023308,0.043596,0.087256
0.028157,0.054993,0.023306,0.040662,0.077817
0.028061,0.054672,0.023492,0.041036,0.073329
0.027893,0.052521,0.023322,0.042189,0.070399
0.027741,0.051369,0.022988,0.041975,0.072527
0.027952,0.050145,0.023322,0.040978,0.072829
0.027781,0.048324,0.023096,0.038419,0.07023
0.027762,0.047042,0.023502,0.0378,0.067444
0.027071,0.045907,0.023496,0.037625,0.063374
